,Date,Timestamp,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio,Cashio
,,,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP
,,,Total,solana,Total,Total,Total,Total,solana,solana,solana,solana,Total,Total,Total,Total,solana,solana,solana,solana
,,,TVL,TVL,Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens
,,,,,saber,usd-coin,tether,sunny-aggregator,saber,usd-coin,tether,sunny-aggregator,saber,usd-coin,tether,sunny-aggregator,saber,usd-coin,tether,sunny-aggregator
,24/06/2022,1656028800,63960.186148880086,,8092.8386291101415,4093.138566799438,21407.49712826802,30366.711824702485,,,,,2401656.7189,4089.0495172821566,21407.49712826802,87920066.66291,,,,
,25/06/2022,1656115200,63946.1139168844,,8431.520259609419,4166.700686613967,21363.633435942196,29984.259534718825,,,,,2401656.7189,4154.23797269588,21342.2911447974,87920066.66291,,,,
,26/06/2022,1656201600,62480.0514445102,62480.0514445102,8219.117739389903,4536.70114899919,20980.525162015943,28743.707394105168,8219.117739389903,4536.70114899919,20980.525162015943,28743.707394105168,2401656.7189,4536.70114899919,20959.565596419525,87920066.66291,2401656.7189,4536.70114899919,20959.565596419525,87920066.66291
,27/06/2022,1656288000,63883.10707935236,63883.10707935236,8987.671906005093,4714.457969172121,20786.661316764446,29394.3158874107,8987.671906005093,4714.457969172121,20786.661316764446,29394.3158874107,2401656.7189,4709.74822095117,20786.661316764446,87920066.66291,2401656.7189,4709.74822095117,20786.661316764446,87920066.66291
,28/06/2022,1656374400,59180.67693668464,59180.67693668464,9002.754310199785,3988.117548124231,21577.461616745597,24612.343461615026,9002.754310199785,3988.117548124231,21577.461616745597,24612.343461615026,2401656.7189,3984.1334147095217,21512.922848200997,87920066.66291,2401656.7189,3984.1334147095217,21512.922848200997,87920066.66291
,29/06/2022,1656460800,55738.73071100001,55738.73071100001,9161.575869020642,3525.4702519645543,21957.02299558282,21094.661594431996,9161.575869020642,3525.4702519645543,21957.02299558282,21094.661594431996,2401656.7189,3521.948303660894,21975.70234257401,87920066.66291,2401656.7189,3521.948303660894,21975.70234257401,87920066.66291
,30/06/2022,1656547200,56872.3509594458,56872.3509594458,8946.339393872824,3664.905165269024,21858.19421392785,22402.9121863761,8946.339393872824,3664.905165269024,21858.19421392785,22402.9121863761,2401656.7189,3661.243921347677,21836.35785607178,87920066.66291,2401656.7189,3661.243921347677,21836.35785607178,87920066.66291
,01/07/2022,1656633600,54973.99400594912,54973.99400594912,8253.053148827961,3522.6238538029243,21773.075958233694,21425.24104508454,8253.053148827961,3522.6238538029243,21773.075958233694,21425.24104508454,2401656.7189,3512.087591029835,21985.78846159967,87920066.66291,2401656.7189,3512.087591029835,21985.78846159967,87920066.66291
,02/07/2022,1656720000,54401.68386692011,54401.68386692011,7710.230697222183,3645.690942013455,21968.68464658505,21077.077581099416,7710.230697222183,3645.690942013455,21968.68464658505,21077.077581099416,2401656.7189,3638.414113785883,21859.38770804483,87920066.66291,2401656.7189,3638.414113785883,21859.38770804483,87920066.66291
,03/07/2022,1656806400,55247.84963176513,55247.84963176513,8536.92897300194,3431.4221461127568,22095.158450222272,21184.340062428164,8536.92897300194,3431.4221461127568,22095.158450222272,21184.340062428164,2401656.7189,3427.9941519607964,22073.085364857416,87920066.66291,2401656.7189,3427.9941519607964,22073.085364857416,87920066.66291
,04/07/2022,1656892800,55614.82323347167,55614.82323347167,9501.026029669969,3586.4205842946344,21936.497007053542,20590.879612453522,9501.026029669969,3586.4205842946344,21936.497007053542,20590.879612453522,2401656.7189,3586.4205842946344,21914.582424628916,87920066.66291,2401656.7189,3586.4205842946344,21914.582424628916,87920066.66291
,05/07/2022,1656979200,55705.70754174459,55705.70754174459,9262.541517483198,3896.540839947479,21611.97811120841,20934.6470731055,9262.541517483198,3896.540839947479,21611.97811120841,20934.6470731055,2401656.7189,3888.7633133208374,21611.97811120841,87920066.66291,2401656.7189,3888.7633133208374,21611.97811120841,87920066.66291
,06/07/2022,1657065600,56407.82466985778,56407.82466985778,9294.17133647111,3989.5784878937548,21505.40965374997,21618.66519174294,9294.17133647111,3989.5784878937548,21505.40965374997,21618.66519174294,2401656.7189,3985.5928949987565,21515.112969699305,87920066.66291,2401656.7189,3985.5928949987565,21515.112969699305,87920066.66291
,07/07/2022,1657152000,56017.86554703419,56017.86554703419,9289.3920396005,3984.066076167218,21524.89934217314,21219.508089093328,9289.3920396005,3984.066076167218,21524.89934217314,21219.508089093328,2401656.7189,3976.1138484702774,21524.89934217314,87920066.66291,2401656.7189,3976.1138484702774,21524.89934217314,87920066.66291
,08/07/2022,1657238400,55652.28294666961,55652.28294666961,8822.942271655742,4793.655309219118,20711.55239737257,21324.13296842219,8822.942271655742,4793.655309219118,20711.55239737257,21324.13296842219,2401656.7189,4788.866442776342,20711.55239737257,87920066.66291,2401656.7189,4788.866442776342,20711.55239737257,87920066.66291
,09/07/2022,1657324800,57502.652500802214,57502.652500802214,8748.394847101086,5167.719098518367,20409.050581506428,23177.487973676332,8748.394847101086,5167.719098518367,20409.050581506428,23177.487973676332,2401656.7189,5152.262311583617,20348.006561820966,87920066.66291,2401656.7189,5152.262311583617,20348.006561820966,87920066.66291
,10/07/2022,1657411200,57058.40289958374,57058.40289958374,8377.00265209039,5375.333275575813,20161.10942290649,23144.957549011055,8377.00265209039,5375.333275575813,20161.10942290649,23144.957549011055,2401656.7189,5359.255509048668,20140.968454452042,87920066.66291,2401656.7189,5359.255509048668,20140.968454452042,87920066.66291
,11/07/2022,1657497600,56646.13721175436,56646.13721175436,7898.856815924589,4911.946073079189,20596.302302410208,23239.03202034037,7898.856815924589,4911.946073079189,20596.302302410208,23239.03202034037,2401656.7189,4897.254310148744,20603.781475085663,87920066.66291,2401656.7189,4897.254310148744,20603.781475085663,87920066.66291
,12/07/2022,1657584000,54464.42616739793,54464.42616739793,7337.80578982236,4335.886434866425,21175.58555363272,21615.14838907642,7337.80578982236,4335.886434866425,21175.58555363272,21615.14838907642,2401656.7189,4327.231970924576,21175.58555363272,87920066.66291,2401656.7189,4327.231970924576,21175.58555363272,87920066.66291
,13/07/2022,1657670400,54258.38688640823,54258.38688640823,6974.771360193436,3931.239484784325,21535.011499029362,21817.364542401116,6974.771360193436,3931.239484784325,21535.011499029362,21817.364542401116,2401656.7189,3927.312172611714,21576.351789057197,87920066.66291,2401656.7189,3927.312172611714,21576.351789057197,87920066.66291
,14/07/2022,1657756800,53985.183294016926,53985.183294016926,6970.4723946666045,4360.249787837818,21147.454404431457,21507.006707081047,6970.4723946666045,4360.249787837818,21147.454404431457,21507.006707081047,2401656.7189,4355.893893943875,21147.454404431457,87920066.66291,2401656.7189,4355.893893943875,21147.454404431457,87920066.66291
,15/07/2022,1657843200,54531.53861946252,54531.53861946252,7176.41445831228,4741.175674242699,20766.69112184104,21847.257365066504,7176.41445831228,4741.175674242699,20766.69112184104,21847.257365066504,2401656.7189,4736.439235007691,20766.69112184104,87920066.66291,2401656.7189,4736.439235007691,20766.69112184104,87920066.66291
,16/07/2022,1657929600,53139.05443902958,53139.05443902958,6982.720843932995,6058.13429313069,19464.238856847547,20633.960445118348,6982.720843932995,6058.13429313069,19464.238856847547,20633.960445118348,2401656.7189,6058.13429313069,19444.794062784764,87920066.66291,2401656.7189,6058.13429313069,19444.794062784764,87920066.66291
,17/07/2022,1658016000,54113.158735596146,54113.158735596146,7403.034786307683,7657.161448573177,17844.004819621507,21208.95768109378,7403.034786307683,7657.161448573177,17844.004819621507,21208.95768109378,2401656.7189,7659.244763148754,17844.004819621507,87920066.66291,2401656.7189,7659.244763148754,17844.004819621507,87920066.66291
,18/07/2022,1658102400,53397.61800326458,53397.61800326458,6806.367191064168,6987.154818288035,18560.42803814487,21043.66795576751,6806.367191064168,6987.154818288035,18560.42803814487,21043.66795576751,2401656.7189,6980.174643644392,18523.38127559368,87920066.66291,2401656.7189,6980.174643644392,18523.38127559368,87920066.66291
,19/07/2022,1658188800,54788.15218942087,54788.15218942087,7062.359780731719,7385.400458406513,18202.119164561893,22138.27278572074,7062.359780731719,7385.400458406513,18202.119164561893,22138.27278572074,2401656.7189,7355.976552197722,18147.676136153434,87920066.66291,2401656.7189,7355.976552197722,18147.676136153434,87920066.66291
,20/07/2022,1658275200,54707.710209467885,54707.710209467885,7361.942439847305,13071.210553722696,12509.065512827885,21765.49170307,7361.942439847305,13071.210553722696,12509.065512827885,21765.49170307,2401656.7189,13019.134017652088,12484.097318191501,87920066.66291,2401656.7189,13019.134017652088,12484.097318191501,87920066.66291
,21/07/2022,1658361600,55322.05426826909,55322.05426826909,8121.5384269009965,14972.85925758074,10511.400118048583,21716.25646573877,8121.5384269009965,14972.85925758074,10511.400118048583,21716.25646573877,2401656.7189,14990.893302223314,10512.724721363475,87920066.66291,2401656.7189,14990.893302223314,10512.724721363475,87920066.66291
,22/07/2022,1658448000,55429.664550384165,55429.664550384165,8239.14755642553,14290.530178029709,11193.401557523082,21706.58525840585,8239.14755642553,14290.530178029709,11193.401557523082,21706.58525840585,2401656.7189,14297.121150880264,11206.569276422879,87920066.66291,2401656.7189,14297.121150880264,11206.569276422879,87920066.66291
,23/07/2022,1658534400,55880.900534531036,55880.900534531036,8529.483837173351,15312.2136106831,10232.388952273017,21806.814134401568,8529.483837173351,15312.2136106831,10232.388952273017,21806.814134401568,2401656.7189,15281.650310062974,10222.16678548753,87920066.66291,2401656.7189,15281.650310062974,10222.16678548753,87920066.66291
,24/07/2022,1658620800,55607.40335364579,55607.40335364579,8457.073887098515,13395.029336061307,12187.62857740751,21567.671553078453,8457.073887098515,13395.029336061307,12187.62857740751,21567.671553078453,2401656.7189,13328.387399065978,12175.453124283227,87920066.66291,2401656.7189,13328.387399065978,12175.453124283227,87920066.66291
,25/07/2022,1658707200,55733.46686464136,55733.46686464136,8643.298349082022,13292.096962751932,12238.312805728621,21559.758747078788,8643.298349082022,13292.096962751932,12238.312805728621,21559.758747078788,2401656.7189,13265.565831089752,12238.312805728621,87920066.66291,2401656.7189,13265.565831089752,12238.312805728621,87920066.66291
,26/07/2022,1658793600,54599.58712750288,54599.58712750288,8445.137653205582,15007.587827084822,10513.78040276075,20633.081244451718,8445.137653205582,15007.587827084822,10513.78040276075,20633.081244451718,2401656.7189,15033.249584124924,10471.89283143501,87920066.66291,2401656.7189,15033.249584124924,10471.89283143501,87920066.66291
,27/07/2022,1658880000,54171.14588303369,54171.14588303369,8102.781487926388,13625.537479723951,11918.766553593647,20524.06036178971,8102.781487926388,13625.537479723951,11918.766553593647,20524.06036178971,2401656.7189,13598.340798127696,11906.859693899749,87920066.66291,2401656.7189,13598.340798127696,11906.859693899749,87920066.66291
,28/07/2022,1658966400,56030.99857975518,56030.99857975518,9009.526982147083,18542.472888240434,6959.68319295381,21519.31551641385,9009.526982147083,18542.472888240434,6959.68319295381,21519.31551641385,2401656.7189,18546.38617572351,6959.68319295381,87920066.66291,2401656.7189,18546.38617572351,6959.68319295381,87920066.66291
,29/07/2022,1659052800,56554.73589622597,56554.73589622597,9067.262809669439,18029.657865931156,7520.000186896074,21937.8150337293,9067.262809669439,18029.657865931156,7520.000186896074,21937.8150337293,2401656.7189,17993.670524881392,7512.487699196879,87920066.66291,2401656.7189,17993.670524881392,7512.487699196879,87920066.66291
,30/07/2022,1659139200,73396.47879568116,73396.47879568116,17023.92750281795,18952.722194786606,6592.416124060476,30827.412974016133,17023.92750281795,18952.722194786606,6592.416124060476,30827.412974016133,2401656.7189,18933.788406380227,6572.698029970566,87920066.66291,2401656.7189,18933.788406380227,6572.698029970566,87920066.66291
,31/07/2022,1659225600,62635.15569026865,62635.15569026865,14943.732535742716,18849.04078785982,6683.008764946282,22159.373601719835,14943.732535742716,18849.04078785982,6683.008764946282,22159.373601719835,2401656.7189,18830.210577282538,6676.332432513769,87920066.66291,2401656.7189,18830.210577282538,6676.332432513769,87920066.66291
,01/08/2022,1659312000,60327.198520143174,60327.198520143174,12914.572773944106,18522.813278724596,6990.68226307685,21899.13020439762,12914.572773944106,18522.813278724596,6990.68226307685,21899.13020439762,2401656.7189,18522.813278724596,6983.698564512339,87920066.66291,2401656.7189,18522.813278724596,6983.698564512339,87920066.66291
,02/08/2022,1659398400,60388.544039876,60388.544039876,12801.79097442456,18180.114493895173,7377.386668497535,22029.25190305873,12801.79097442456,18180.114493895173,7377.386668497535,22029.25190305873,2401656.7189,18143.826840214744,7362.661345805923,87920066.66291,2401656.7189,18143.826840214744,7362.661345805923,87920066.66291
,03/08/2022,1659484800,59164.96278948323,59164.96278948323,11241.386571020854,16562.547653644036,8937.894763109773,22423.133801708565,11241.386571020854,16562.547653644036,8937.894763109773,22423.133801708565,2401656.7189,16586.249404042414,8920.054653802168,87920066.66291,2401656.7189,16586.249404042414,8920.054653802168,87920066.66291
,04/08/2022,1659571200,59617.27054118601,59617.27054118601,11782.960161132802,17852.652509460386,7681.612162212326,22300.045708380494,11782.960161132802,17852.652509460386,7681.612162212326,22300.045708380494,2401656.7189,17834.817691768618,7673.938223988339,87920066.66291,2401656.7189,17834.817691768618,7673.938223988339,87920066.66291
,05/08/2022,1659657600,57486.75045337412,57486.75045337412,10285.767362570543,15403.084410000929,10130.877452395103,21667.021228407542,10285.767362570543,15403.084410000929,10130.877452395103,21667.021228407542,2401656.7189,15387.696713287643,10120.756695699405,87920066.66291,2401656.7189,15387.696713287643,10120.756695699405,87920066.66291
,06/08/2022,1659744000,58623.3468496796,58623.3468496796,11069.884264724205,15936.521089586591,9582.414388310293,22034.527107058504,11069.884264724205,15936.521089586591,9582.414388310293,22034.527107058504,2401656.7189,15956.91402571145,9586.26806807366,87920066.66291,2401656.7189,15956.91402571145,9586.26806807366,87920066.66291
,07/08/2022,1659830400,59011.06742146086,59011.06742146086,11674.501343707278,15556.800707285462,10001.085657398686,21778.679713069436,11674.501343707278,15556.800707285462,10001.085657398686,21778.679713069436,2401656.7189,15541.259447837625,10001.995839020035,87920066.66291,2401656.7189,15541.259447837625,10001.995839020035,87920066.66291
,08/08/2022,1659916800,58944.8989168699,58944.8989168699,11164.917821091076,15346.965297997687,10182.205326731873,22250.810471049263,11164.917821091076,15346.965297997687,10182.205326731873,22250.810471049263,2401656.7189,15355.97925782203,10187.298976219983,87920066.66291,2401656.7189,15355.97925782203,10187.298976219983,87920066.66291
,09/08/2022,1660003200,25569.19880336836,25569.19880336836,,17371.35270947763,8197.846093890728,,,17371.35270947763,8197.846093890728,,,17353.998710766864,8189.656437453276,,,17353.998710766864,8189.656437453276,
,10/08/2022,1660089600,25594.937023079063,25594.937023079063,,17750.490363917066,7844.446659161997,,,17750.490363917066,7844.446659161997,,,17715.060243430205,7828.789080999996,,,17715.060243430205,7828.789080999996,
,11/08/2022,1660176000,25595.175196221608,25595.175196221608,,17904.20963477753,7690.965561444078,,,17904.20963477753,7690.965561444078,,,17868.47268939873,7675.614332778521,,,17868.47268939873,7675.614332778521,
,12/08/2022,1660262400,25570.257325863113,25570.257325863113,,19462.659474270975,6107.597851592139,,,19462.659474270975,6107.597851592139,,,19443.216258012962,6101.496355236903,,,19443.216258012962,6101.496355236903,
,13/08/2022,1660348800,25532.84160231537,25532.84160231537,,19836.420541452295,5696.421060863075,,,19836.420541452295,5696.421060863075,,,19848.567864985664,5696.421060863075,,,19848.567864985664,5696.421060863075,
,14/08/2022,1660435200,25590.779447985813,25590.779447985813,,20089.570836360566,5501.208611625248,,,20089.570836360566,5501.208611625248,,,20049.471892575417,5495.712898726521,,,20049.471892575417,5495.712898726521,
,15/08/2022,1660521600,25570.05547291758,25570.05547291758,,17588.38339873064,7981.672074186939,,,17588.38339873064,7981.672074186939,,,17570.812586144497,7973.698375811129,,,17570.812586144497,7973.698375811129,
,16/08/2022,1660608000,25562.79619139831,25562.79619139831,,18065.146135864507,7497.6500555338025,,,18065.146135864507,7497.6500555338025,,,18047.09903682768,7497.6500555338025,,,18047.09903682768,7497.6500555338025,
,17/08/2022,1660694400,25584.664908196723,25584.664908196723,,14717.321733511748,10867.343174684975,,,14717.321733511748,10867.343174684975,,,14687.945841828092,10856.48668799698,,,14687.945841828092,10856.48668799698,
,18/08/2022,1660780800,25571.76301165158,25571.76301165158,,14599.388424938119,10972.37458671346,,,14599.388424938119,10972.37458671346,,,14584.803621316803,10961.413173539922,,,14584.803621316803,10961.413173539922,
,19/08/2022,1660867200,25559.95180988179,25559.95180988179,,12137.808557728382,13422.143252153408,,,12137.808557728382,13422.143252153408,,,12137.808557728382,13408.734517635774,,,12137.808557728382,13408.734517635774,
,20/08/2022,1660953600,25586.016318251302,25586.016318251302,,11842.392982538107,13743.623335713195,,,11842.392982538107,13743.623335713195,,,11830.56242011799,13716.190953805584,,,11830.56242011799,13716.190953805584,
,21/08/2022,1661040000,25572.44564874101,25572.44564874101,,12007.38636940829,13565.05927933272,,,12007.38636940829,13565.05927933272,,,11995.390978429861,13551.50777156116,,,11995.390978429861,13551.50777156116,
,22/08/2022,1661126400,25610.597282471696,25610.597282471696,,13043.86793168707,12566.729350784626,,,13043.86793168707,12566.729350784626,,,13017.832267152764,12529.141925009599,,,13017.832267152764,12529.141925009599,
,23/08/2022,1661212800,25555.78250988738,25555.78250988738,,9699.227627564414,15856.554882322967,,,9699.227627564414,15856.554882322967,,,9706.6726454835,15840.714168154815,,,9706.6726454835,15840.714168154815,
,24/08/2022,1661299200,25505.201785931997,25505.201785931997,,11412.992707809333,14092.209078122662,,,11412.992707809333,14092.209078122662,,,11430.68741192299,14116.673272904605,,,11430.68741192299,14116.673272904605,
,25/08/2022,1661385600,25534.717632298372,25534.717632298372,,12549.696022809814,12985.02160948856,,,12549.696022809814,12985.02160948856,,,12552.947236143975,12994.520604050122,,,12552.947236143975,12994.520604050122,
,26/08/2022,1661472000,25611.511456782107,25611.511456782107,,12968.94866194514,12642.562794836966,,,12968.94866194514,12642.562794836966,,,12943.062536871397,12604.748549189399,,,12943.062536871397,12604.748549189399,
,27/08/2022,1661558400,25639.0137495668,25639.0137495668,,11520.420460292695,14118.593289274104,,,11520.420460292695,14118.593289274104,,,11485.962572574972,14062.343913619625,,,11485.962572574972,14062.343913619625,
,28/08/2022,1661644800,25574.080579291334,25574.080579291334,,10010.209903332205,15563.87067595913,,,10010.209903332205,15563.87067595913,,,10000.209693638568,15548.322353605527,,,10000.209693638568,15548.322353605527,
,29/08/2022,1661731200,25562.30295836278,25562.30295836278,,11797.110478225728,13765.19248013705,,,11797.110478225728,13765.19248013705,,,11797.110478225728,13751.441039097954,,,11797.110478225728,13751.441039097954,
,30/08/2022,1661817600,25574.239186515697,25574.239186515697,,12511.542634402822,13062.696552112875,,,12511.542634402822,13062.696552112875,,,12499.04359081201,13049.646905207668,,,12499.04359081201,13049.646905207668,
,31/08/2022,1661904000,25548.101083084883,25548.101083084883,,12474.448066747424,13073.653016337457,,,12474.448066747424,13073.653016337457,,,12475.15915081902,13073.653016337457,,,12475.15915081902,13073.653016337457,
,01/09/2022,1661990400,25504.566167240107,25504.566167240107,,11174.476856066585,14330.089311173522,,,11174.476856066585,14330.089311173522,,,11196.264787342754,14352.666054877845,,,11196.264787342754,14352.666054877845,
,02/09/2022,1662076800,25547.377117653166,25547.377117653166,,11742.927528708162,13804.449588945003,,,11742.927528708162,13804.449588945003,,,11744.642246476147,13804.449588945003,,,11744.642246476147,13804.449588945003,
,03/09/2022,1662163200,25561.63020378882,25561.63020378882,,13085.546717795722,12476.083485993098,,,13085.546717795722,12476.083485993098,,,13085.546717795722,12463.619866126972,,,13085.546717795722,12463.619866126972,
,04/09/2022,1662249600,25562.480027906586,25562.480027906586,,12536.81687599545,13025.663151911136,,,12536.81687599545,13025.663151911136,,,12536.81687599545,13012.650501409727,,,12536.81687599545,13012.650501409727,
,05/09/2022,1662336000,25561.87376065377,25561.87376065377,,13206.978434540128,12354.89532611364,,,13206.978434540128,12354.89532611364,,,13206.978434540128,12342.5527733403,,,13206.978434540128,12342.5527733403,
,06/09/2022,1662422400,25614.444221266454,25614.444221266454,,13148.261983186745,12466.18223807971,,,13148.261983186745,12466.18223807971,,,13095.878469309508,12453.72850957014,,,13095.878469309508,12453.72850957014,
,07/09/2022,1662508800,25549.307575803432,25549.307575803432,,10072.941486099959,15476.366089703473,,,10072.941486099959,15476.366089703473,,,10072.941486099959,15476.938736436721,,,10072.941486099959,15476.938736436721,
,08/09/2022,1662595200,25563.903765477076,25563.903765477076,,13775.090979562592,11788.812785914484,,,13775.090979562592,11788.812785914484,,,13761.32964991268,11788.812785914484,,,13761.32964991268,11788.812785914484,
,09/09/2022,1662681600,25575.90743361326,25575.90743361326,,13469.676331153592,12106.231102459671,,,13469.676331153592,12106.231102459671,,,13456.220111042552,12094.13696549418,,,13456.220111042552,12094.13696549418,
,10/09/2022,1662768000,25576.65856169092,25576.65856169092,,18279.446120420293,7297.21244127063,,,18279.446120420293,7297.21244127063,,,18261.18493548481,7289.922518751879,,,18261.18493548481,7289.922518751879,
,11/09/2022,1662854400,25576.980187214656,25576.980187214656,,19119.546194691196,6457.433992523462,,,19119.546194691196,6457.433992523462,,,19100.445748942257,6450.983009513949,,,19100.445748942257,6450.983009513949,
,12/09/2022,1662940800,25554.165845997388,25554.165845997388,,17601.305496985922,7952.8603490114665,,,17601.305496985922,7952.8603490114665,,,17606.20002059165,7944.915433577889,,,17606.20002059165,7944.915433577889,
,13/09/2022,1663027200,25541.30748711588,25541.30748711588,,17105.573806581706,8435.733680534173,,,17105.573806581706,8435.733680534173,,,17105.573806581706,8446.257717650366,,,17105.573806581706,8446.257717650366,
,14/09/2022,1663113600,25527.620842523505,25527.620842523505,,13819.950610514119,11707.670232009386,,,13819.950610514119,11707.670232009386,,,13835.958814862915,11715.789273976252,,,13835.958814862915,11715.789273976252,
,15/09/2022,1663200000,25552.11784849323,25552.11784849323,,16307.170616522659,9244.947231970573,,,16307.170616522659,9244.947231970573,,,16307.170616522659,9244.947231970573,,,16307.170616522659,9244.947231970573,
,16/09/2022,1663286400,25520.564326662457,25520.564326662457,,11190.105965770877,14330.45836089158,,,11190.105965770877,14330.45836089158,,,11202.753874895636,14349.342095088716,,,11202.753874895636,14349.342095088716,
,17/09/2022,1663372800,25550.665896266222,25550.665896266222,,12362.704612763078,13187.961283503144,,,12362.704612763078,13187.961283503144,,,12364.262509839318,13187.961283503144,,,12364.262509839318,13187.961283503144,
,18/09/2022,1663459200,25577.87877697726,25577.87877697726,,12367.353447497224,13210.525329480037,,,12367.353447497224,13210.525329480037,,,12354.998449048177,13197.32800147856,,,12354.998449048177,13197.32800147856,
,19/09/2022,1663545600,25542.125422354886,25542.125422354886,,9920.40816335818,15621.717258996705,,,9920.40816335818,15621.717258996705,,,9930.895188677423,15621.717258996705,,,9930.895188677423,15621.717258996705,
,20/09/2022,1663632000,25592.49810396989,25592.49810396989,,14275.876556796557,11316.621547173336,,,14275.876556796557,11316.621547173336,,,14247.381793210136,11305.316230942395,,,14247.381793210136,11305.316230942395,
,21/09/2022,1663718400,25532.339916347082,25532.339916347082,,14995.418541252477,10536.921375094606,,,14995.418541252477,10536.921375094606,,,15009.242053183458,10543.616571617584,,,15009.242053183458,10543.616571617584,
,22/09/2022,1663804800,25578.529065845323,25578.529065845323,,14359.384013960882,11219.145051884443,,,14359.384013960882,11219.145051884443,,,14345.038974985897,11207.937114769675,,,14345.038974985897,11207.937114769675,
,23/09/2022,1663891200,25566.68330180548,25566.68330180548,,13648.393334343187,11918.289967462291,,,13648.393334343187,11918.289967462291,,,13634.75857576742,11918.289967462291,,,13634.75857576742,11918.289967462291,
,24/09/2022,1663977600,25565.408316315647,25565.408316315647,,12231.742770888894,13333.665545426751,,,12231.742770888894,13333.665545426751,,,12219.523247641253,13333.665545426751,,,12219.523247641253,13333.665545426751,
,25/09/2022,1664064000,25549.96184788573,25549.96184788573,,13374.04275773728,12175.91909014845,,,13374.04275773728,12175.91909014845,,,13377.346962437001,12175.91909014845,,,13377.346962437001,12175.91909014845,
,26/09/2022,1664150400,25618.655203133036,25618.655203133036,,14225.643361448967,11393.011841684069,,,14225.643361448967,11393.011841684069,,,14183.094079211334,11370.271299085896,,,14183.094079211334,11370.271299085896,
,27/09/2022,1664236800,25533.31842113568,25533.31842113568,,12619.796658964848,12913.521762170833,,,12619.796658964848,12913.521762170833,,,12607.189469495353,12946.288819172156,,,12607.189469495353,12946.288819172156,
,28/09/2022,1664323200,25604.757400624567,25604.757400624567,,11383.317884459964,14221.439516164603,,,11383.317884459964,14221.439516164603,,,11360.596691077808,14193.05340934591,,,11360.596691077808,14193.05340934591,
,29/09/2022,1664409600,25616.485401050522,25616.485401050522,,11663.352265777954,13953.133135272567,,,11663.352265777954,13953.133135272567,,,11628.466865182409,13925.282570132302,,,11628.466865182409,13925.282570132302,
,30/09/2022,1664496000,25566.101244151378,25566.101244151378,,13297.486088596354,12268.615155555024,,,13297.486088596354,12268.615155555024,,,13297.486088596354,12256.358796758268,,,13297.486088596354,12256.358796758268,
,01/10/2022,1664582400,25579.48642452911,25579.48642452911,,12676.983949871537,12902.502474657571,,,12676.983949871537,12902.502474657571,,,12664.319630241298,12889.612861795777,,,12664.319630241298,12889.612861795777,
,02/10/2022,1664668800,25592.15074415935,25592.15074415935,,12689.64826950178,12902.502474657571,,,12689.64826950178,12902.502474657571,,,12664.319630241298,12889.612861795777,,,12664.319630241298,12889.612861795777,
,03/10/2022,1664755200,25553.420964927856,25553.420964927856,,12511.61444235262,13041.806522575238,,,12511.61444235262,13041.806522575238,,,12511.90221610359,13042.223873739198,,,12511.90221610359,13042.223873739198,
,04/10/2022,1664841600,25565.165627293416,25565.165627293416,,14627.637718642243,10937.527908651173,,,14627.637718642243,10937.527908651173,,,14627.637718642243,10926.60130734383,,,14627.637718642243,10926.60130734383,
,05/10/2022,1664928000,25542.889208915825,25542.889208915825,,17589.788728103213,7953.1004808126145,,,17589.788728103213,7953.1004808126145,,,17601.705082444027,7953.1004808126145,,,17601.705082444027,7953.1004808126145,
,06/10/2022,1665014400,25562.358904034227,25562.358904034227,,15413.062863706247,10149.296040327981,,,15413.062863706247,10149.296040327981,,,15425.542127287223,10129.037964399184,,,15425.542127287223,10129.037964399184,
,07/10/2022,1665100800,25564.726673355755,25564.726673355755,,15480.5102389332,10084.216434422555,,,15480.5102389332,10084.216434422555,,,15480.5102389332,10074.142292130426,,,15480.5102389332,10074.142292130426,
,08/10/2022,1665187200,25547.042317535408,25547.042317535408,,15859.33174006481,9687.710577470596,,,15859.33174006481,9687.710577470596,,,15865.836733125392,9688.921692682181,,,15865.836733125392,9688.921692682181,
,09/10/2022,1665273600,25565.454797925588,25565.454797925588,,14808.13709756376,10757.317700361828,,,14808.13709756376,10757.317700361828,,,14808.13709756376,10746.571129232596,,,14808.13709756376,10746.571129232596,
,10/10/2022,1665360000,25494.84380214791,25494.84380214791,,15803.533076280173,9691.310725867734,,,15803.533076280173,9691.310725867734,,,15846.74715577397,9708.1154737528,,,15846.74715577397,9708.1154737528,
,11/10/2022,1665446400,25576.522292392205,25576.522292392205,,10834.916718154143,14741.60557423806,,,10834.916718154143,14741.60557423806,,,10813.290137878386,14741.60557423806,,,10813.290137878386,14741.60557423806,
,12/10/2022,1665532800,25550.141948059223,25550.141948059223,,9440.712383470336,16109.429564588885,,,9440.712383470336,16109.429564588885,,,9443.762718828517,16112.152518364488,,,9443.762718828517,16112.152518364488,
