,Date,Timestamp,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX
,31/07/2022,1659225600,192348480.26331678,211591346.04403457,305684844.5197902,206891872.5632567,94093498.47575557,14543392.299939921,192348480.26331678,36427460.4556126,73330964.93704186,70910523.08651221,2720417.56794363,1783725.8716136857,4706715.819779949,0.8127615196430383,6569278.6228420995,15142258.86992702,50060638.4670865,88497684.7950671,123750968.78141156,2720417.56794363,1783725.8716136857,4706715.819779949,3261.5134961539575,6569278.6228420995,15142258.86992702,12449894.210622448,,,,,,206891872.5632567,3260.7007346343144,15166719.858025232,13633178.0114739,12449894.210622448,52840445.69489936,,,,,,14543392.299939921,6362834.279302573,1536.69944972,43096.061247578335,70936769.691298,308437.3659800034,1781943.927686,597298.9619010088,0.813865120746771,6569475.707113313,15148575.826046482,2111.8176953,52009.4294064112,123796773.58763899,308437.3659800034,1781943.927686,597298.9619010088,3265.942113660081,6569475.707113313,15148575.826046482,509614.990201492,,,,,,6843925.655417026,3265.128248539334,8913.368158832862,575.11824558,509614.990201492,52860003.896340996,,,,,,481091.37611445325
,01/08/2022,1659312000,192453434.05801547,211860432.2206132,305369280.32513916,206992557.19710377,93508848.10452594,14539123.139088292,192453434.05801547,35908772.77266336,73987349.24365738,70691835.077719,2570914.124354985,1943539.98612459,5064987.466489526,0.8116880315487733,6575864.906980233,15117167.830936117,49517655.858224645,88943372.95328166,122911960.798414,2570914.124354985,1943539.98612459,5064987.466489526,2935.141410018763,6575864.906980233,15117167.830936117,12720881.258923393,,,,,,206992557.19710377,2934.3297219872143,14956023.709624272,13608883.085561281,12720881.258923393,52220125.720695004,,,,,,14539123.139088292,6366306.12166773,1539.29924437,44025.93764126851,70691835.077719,306061.20528035535,1939660.664795,659503.5763658237,0.813865120746771,6549666.242012184,15102065.765170949,2122.67043288,52925.47214186015,122911960.798414,306061.20528035535,1939660.664795,659503.5763658237,2943.0139723949196,6549666.242012184,15102065.765170949,534266.3275482316,,,,,,6847256.275127482,2942.2001072741728,8899.534500591639,583.37118851,534266.3275482316,52220125.720695004,,,,,,480950.15345975163
,02/08/2022,1659398400,256427178.6250074,216160863.58277968,311786333.1725278,275887690.8053106,95625469.58974811,19460512.180303197,256427178.6250074,35949675.64842082,73314077.6069729,75584190.93251288,2549134.767753048,2090696.9594763059,4985894.00348963,0.8146789858675176,6598236.305301679,15088956.544173425,50748585.82535764,87874615.48191771,129116578.49115622,2549134.767753048,2090696.9594763059,4985894.00348963,2945.956986367314,6598236.305301679,15088956.544173425,12730688.836915752,,,,,,275887690.8053106,2945.1423073814467,14560537.874944808,14798910.17693682,12730688.836915752,53532387.55864334,,,,,,19460512.180303197,6340929.243941825,1543.76586286,44644.905250994365,75433324.283945,306755.0863722079,2086523.911653,656038.6846696882,0.813865120746771,6585066.172955768,15073882.661511915,2179.26679372,53511.603913088686,128858860.76961699,306755.0863722079,2086523.911653,656038.6846696882,2943.0139723949196,6585066.172955768,15073882.661511915,540351.8182052526,,,,,,6822148.635146157,2942.2001072741728,8866.698662094319,635.50093086,540351.8182052526,53425536.485672,,,,,,481219.39120433235
,03/08/2022,1659484800,228924913.00001165,218336404.1805556,313158070.52484685,246590881.7033386,94821666.34429124,17665968.703326944,228924913.00001165,36428682.328599,73087672.24232851,78635809.33480015,2478107.3238831703,2101381.52231604,4116340.8666382763,0.5934135696794414,6582520.571661087,14905889.396915821,50846929.624905914,87094681.05342805,132411162.36498119,2478107.3238831703,2101381.52231604,4116340.8666382763,2641.5138369597316,6582520.571661087,14905889.396915821,12618416.286280345,,,,,,246590881.7033386,2640.9204233900523,14007008.81109955,14418247.29630692,12618416.286280345,53775353.030181035,,,,,,17665968.703326944,6311687.703336411,1601.40154425,45743.83652258694,78748340.71368,306696.45097563986,2097187.14802,581404.077208796,0.595993626086771,6589940.845052616,14923424.420610039,2235.22637704,54510.49034487536,132600648.691962,306696.45097563986,2097187.14802,581404.077208796,2652.998668194345,6589940.845052616,14923424.420610039,563573.7510620967,,,,,,6798756.04365422,2652.402674568258,8766.653822288423,633.82483279,563573.7510620967,53852307.978282005,,,,,,487068.34031780926
,04/08/2022,1659571200,268225844.64252198,226762892.7309299,317150884.81795216,288848256.2681245,90387992.08702227,20622411.62560256,268225844.64252198,37047165.5797173,73186227.80814007,84791447.36277515,2689407.735363132,2518386.2030507177,4769858.834765863,0.6082305563703279,6605491.015742463,15154907.58314465,51704745.5584912,86815660.66324338,133890525.01650925,2689407.735363132,2518386.2030507177,4769858.834765863,1939.8548500472932,6605491.015742463,15154907.58314465,12999962.352791477,,,,,,288848256.2681245,1939.246619490923,13629432.855103306,14657579.9787739,12999962.352791477,49099077.6537341,,,,,,20622411.62560256,6354556.850095285,1608.64809291,44564.065475311654,84706740.622153,305614.51538217405,2515870.332718,642838.1178929734,0.607622933436891,6598892.123618845,15139767.815329323,2245.10401904,52863.208037194476,133756768.248261,305614.51538217405,2515870.332718,642838.1178929734,1937.9169331141793,6598892.123618845,15139767.815329323,551781.084583679,,,,,,6843123.815875966,1937.3093101807424,8299.142561882825,636.45592613,551781.084583679,49050027.626108,,,,,,488566.9657806813
,05/08/2022,1659657600,253136033.54014993,230764367.08106884,321285309.92472446,272706971.87522674,90520942.84365562,19570938.33507681,253136033.54014993,36615018.35659602,73500176.04458041,89000247.39856549,2696082.926301978,2515706.6343759345,4753600.122912706,0.6067850214116816,6533930.042953114,15149604.947998168,51262374.14124198,87996330.9362925,138072158.8828672,2696082.926301978,2515706.6343759345,4753600.122912706,1925.0755996570042,6533930.042953114,15149604.947998168,12303596.214181237,,,,,,272706971.87522674,1924.4688146355925,14496154.89171208,14647355.78464596,12303596.214181237,49071911.4843017,,,,,,19570938.33507681,6342671.8501666235,1614.84600673,45616.58332272906,88911336.062503,304986.75636900205,2513193.440935,643247.6485673486,0.607622933436891,6533930.042953114,15149604.947998168,2260.84388027,54613.3652770456,137934224.658209,304986.75636900205,2513193.440935,643247.6485673486,1927.7339447668378,6533930.042953114,15149604.947998168,528278.0684491729,,,,,,6833048.656357473,1927.1263218334009,8996.781954316548,645.99787354,528278.0684491729,49022888.595706,,,,,,490376.80619084963
,06/08/2022,1659744000,282840826.5525356,243924582.4447251,333204337.23508954,304727220.2487718,89279754.79036447,21886393.696236208,282840826.5525356,38120323.45155489,80494920.26621579,93195425.77271551,2740465.365135918,2512919.9559324817,5004171.082296973,0.6052702174386234,6552096.731959151,15304259.213644218,53482999.28568093,95052651.95393135,140154726.19063306,2740465.365135918,2512919.9559324817,5004171.082296973,1855.5410519344277,6552096.731959151,15304259.213644218,12398191.914823601,,,,,,304727220.2487718,1854.9357817169891,14557731.687715555,15362675.83412604,12398191.914823601,46959300.417917565,,,,,,21886393.696236208,6354545.642609202,1639.79539087,46275.80988710047,93314681.93623,304158.1981282928,2513930.556016,639919.5757413009,0.607622933436891,6558609.431124258,15320928.38372571,2300.6409121899997,54644.919661234715,140334073.136101,304158.1981282928,2513930.556016,639919.5757413009,1862.7536340052964,6558609.431124258,15320928.38372571,500937.04706357984,,,,,,6846264.215878944,1862.1460110718594,8369.109774134246,660.84552132,500937.04706357984,47019391.199871,,,,,,491718.57326974184
,07/08/2022,1659830400,264436477.78956246,242146656.47287312,332112339.12312055,285057164.76698345,89965682.6502474,20620686.977420993,264436477.78956246,37877954.94617696,78190497.7138712,93844764.25030106,2637468.2130236053,2516239.656894346,5157615.61426083,0.607622933436891,6616713.108030689,15305402.3626915,52927239.527250946,92114945.90810378,142168885.9513973,2637468.2130236053,2516239.656894346,5157615.61426083,1867.5956067229686,6616713.108030689,15305402.3626915,12665961.185860796,,,,,,285057164.76698345,1866.9879837895317,13924448.194232587,15049284.58107398,12665961.185860796,48324121.70109624,,,,,,20620686.977420993,6327745.340740906,1650.16794224,46466.454935652895,93751013.237064,301080.8462355714,2516468.655542,660386.1221844853,0.607622933436891,6596922.341007667,15318729.657493519,2305.79591911,54741.370218694494,142026859.092305,301080.8462355714,2516468.655542,660386.1221844853,1867.5956067229686,6596922.341007667,15318729.657493519,481778.6681575046,,,,,,6821181.257884266,1866.9879837895317,8274.915283041597,655.62797687,481778.6681575046,48275845.855241,,,,,,493435.9171433595
,08/08/2022,1659916800,278036249.9864756,245350670.02434087,336268514.99419975,299613449.9602736,90917844.96985887,21577199.97379804,278036249.9864756,38408946.78164792,78870611.1554014,95009011.63653322,2690594.0218349593,3378488.5119293854,5429434.016682335,0.6064119409305513,6418958.773101291,15144624.5207984,53598137.43927764,92614354.43398684,144111238.46929985,2690594.0218349593,3378488.5119293854,5429434.016682335,1140.301166906081,6418958.773101291,15144624.5207984,12881544.506122122,,,,,,299613449.9602736,1139.6947549651507,13743743.27858545,15189190.65762972,12881544.506122122,49102226.83276662,,,,,,21577199.97379804,6350759.478905335,1651.42947724,46208.82639477944,95064814.682752,301298.3227138812,3380178.60123,657316.4669106944,0.607622933436891,6418958.773101291,15162273.4070442,2304.5032865800003,54261.03035099385,144195881.451712,301298.3227138812,3380178.60123,657316.4669106944,1142.5783255088204,6418958.773101291,15162273.4070442,461043.1104553372,,,,,,6843614.663322832,1141.9707025753835,8052.2039562144155,653.07380934,461043.1104553372,49131066.76896,,,,,,492855.1844174975
,09/08/2022,1660003200,279098822.96949124,250420373.37160024,341863832.0514944,300737256.2817362,91443458.67989418,21638433.312244978,279098822.96949124,39823826.14123584,80563362.13735451,97719459.95599386,2709631.1994633353,3350779.1257070126,5090397.915329411,0.587468749332891,5995558.186442326,15167358.12260523,55350518.93588801,94858751.81442334,147007271.92669618,2709631.1994633353,3350779.1257070126,5090397.915329411,1131.1445074959174,5995558.186442326,15167358.12260523,12332433.680432146,,,,,,300737256.2817362,1130.5570387465846,14295389.677068824,15526692.79465216,12332433.680432146,49287811.970702305,,,,,,21638433.312244978,6351816.63562793,1669.90213608,45290.33974058899,97621838.117876,306519.3664551284,3347431.694013,581095.6524348642,0.587468749332891,5983591.004433459,15137083.95469584,2320.971106,53326.78506786709,146860411.515181,306519.3664551284,3347431.694013,581095.6524348642,1131.1445074959174,5983591.004433459,15137083.95469584,435621.1119898321,,,,,,6844270.739229318,1130.5570387465846,8036.4453272780975,651.06896992,435621.1119898321,49238573.397305,,,,,,492454.10360138776
,10/08/2022,1660089600,258418922.08249742,246756644.18405655,337271529.7330079,278462824.19001323,90514885.54895134,20043902.10751579,258418922.08249742,37589387.19204368,76661258.479523,100629436.00633428,2547567.8117824635,3487731.53091186,4883493.15941497,0.5868483846348568,5764025.424875496,15193743.992322423,52550330.53409103,90580712.48819649,150036426.40464932,2547567.8117824635,3487731.53091186,4883493.15941497,1136.9196078741895,5764025.424875496,15193743.992322423,12226361.46715598,,,,,,278462824.19001323,1136.3327594895547,13919454.008673484,14960943.342047358,12226361.46715598,49406990.39831503,,,,,,20043902.10751579,6354042.834583167,1646.34667099,45813.318560198764,100428578.848637,306566.52368020016,3480769.99093,576563.5371210118,0.587478749332891,5891596.156451132,15163417.15800641,2301.60873047,54131.68422926392,149736952.49965,306566.52368020016,3480769.99093,576563.5371210118,1138.1408329879857,5891596.156451132,15163417.15800641,455697.4083919486,,,,,,6846885.276371114,1137.553354238653,8318.365669065153,655.26205948,455697.4083919486,49308373.651013,,,,,,492842.4417879466
,11/08/2022,1660176000,296472844.68374574,258474338.5550738,351810432.8667594,319422363.2313394,93336094.31168564,22949518.54759367,296472844.68374574,40194816.58702887,81704873.47915994,104969459.02621284,2821268.063389033,2487648.674344458,5132635.148659891,0.586647466902585,6001049.041428527,15162587.94820277,55631697.41425296,96678422.74628845,158581665.3943522,2821268.063389033,2487648.674344458,5132635.148659891,1091.9721354862402,6001049.041428527,15162587.94820277,9312366.463705648,,,,,,319422363.2313394,1091.3854880193376,14973549.267128512,15436880.827224089,9312366.463705648,53612206.36813937,,,,,,22949518.54759367,6363443.757968357,1670.39922649,43512.114753912894,104759939.147917,306659.5721075036,2482683.307729,565891.4166107929,0.587478749332891,5971193.076048286,15132323.301599571,2311.91860592,51486.31220678389,158265135.124104,306659.5721075036,2482683.307729,565891.4166107929,1093.5194655299651,5971193.076048286,15132323.301599571,320012.5932544896,,,,,,6856028.4016170725,1092.9319867806323,7974.197452870996,641.51937943,320012.5932544896,53505195.976187,,,,,,492584.6436487158
,12/08/2022,1660262400,271709204.099117,257895131.89696243,350435990.1039074,292703093.56704354,92540858.20694497,20993889.467926584,271709204.099117,40199629.86078504,84133085.96226197,101568445.38184543,2771134.111953718,2318108.608796981,5767555.681445706,0.586642179593841,5981488.912854304,15155682.7903771,55648599.97273415,98573452.44993019,154946912.06519023,2771134.111953718,2318108.608796981,5767555.681445706,1047.253617887028,5981488.912854304,15155682.7903771,9272008.257007144,,,,,,292703093.56704354,1046.6669757074342,14440366.487668209,15448970.11194912,9272008.257007144,53378466.6833448,,,,,,20993889.467926584,6329121.921712485,1672.61503956,44475.7968991584,101466978.403442,306541.38406567683,2315792.815981,644419.6292118108,0.587478749332891,5969549.813227848,15155682.7903771,2315.41149924,52109.497716254606,154792119.945245,306541.38406567683,2315792.815981,644419.6292118108,1048.747033662964,5969549.813227848,15155682.7903771,324650.149054872,,,,,,6818147.998300572,1048.1595549136312,7633.700817096205,642.79645968,324650.149054872,53325141.541803,,,,,,489026.0765880872
,13/08/2022,1660348800,275222977.545486,263435371.61810935,357633880.9611731,296449767.68971455,94198509.34306379,21226790.14422855,275222977.545486,40843308.3993942,86740754.06014325,104568869.65976545,2781351.3692492624,1373986.457334,5941007.911511031,0.5864324496803291,6053256.321843494,15132836.852436174,56907507.26222409,101351244.45565364,158312079.62161636,2781351.3692492624,1373986.457334,5941007.911511031,1022.9673806229179,6053256.321843494,15132836.852436174,9779587.741924442,,,,,,296449767.68971455,1022.3809481732376,14610490.395510383,16064198.86282989,9779587.741924442,53743209.96185091,,,,,,21226790.14422855,6324057.388453262,1673.1517922,44383.65589413472,104632904.997624,305307.5048572187,1373986.457334,643662.8289827768,0.587478749332891,6054903.255528998,15150441.66565166,2331.22392619,51859.5763560351,158409025.945495,305307.5048572187,1373986.457334,643662.8289827768,1024.792536129765,6054903.255528998,15150441.66565166,334802.729952908,,,,,,6811805.323752631,1024.2050573804322,7475.920461900378,658.07213399,334802.729952908,53776120.947871,,,,,,487747.9352993692
,14/08/2022,1660435200,251872562.18707603,260579456.70742083,355559226.47460496,271505868.5388614,94979769.76718417,19633306.351785373,251872562.18707603,41047903.60616792,84277114.06796134,104136004.14552565,2757148.702396899,1186377.102882972,5912381.22179415,0.7841734183200479,6054432.92069031,15208094.155828163,57285390.07267172,99012431.76840724,158255685.79363856,2757148.702396899,1186377.102882972,5912381.22179415,1019.7586155707104,6054432.92069031,15208094.155828163,9886264.977679396,,,,,,271505868.5388614,1018.9744421523903,14735317.700445907,16237486.4665038,9886264.977679396,54119681.6481129,,,,,,19633306.351785373,6325277.804798494,1674.80940088,42310.12458918983,103928147.849826,305332.08221449604,1185191.910972,645456.4652613701,0.788198749332891,6036323.948843779,15192901.254573591,2337.3205790800002,49707.780935898685,157939806.181276,305332.08221449604,1185191.910972,645456.4652613701,1024.993256129765,6036323.948843779,15192901.254573591,338802.77510895807,,,,,,6818329.194848353,1024.2050573804322,7397.656346708857,662.5111782,338802.77510895807,54011658.33145,,,,,,493051.3900498587
,15/08/2022,1660521600,227184198.1308204,256389583.2838864,351093614.25797665,243074546.75969228,94704030.97409025,15890348.628871894,227184198.1308204,40891579.43958412,84550610.17878892,99843121.12612537,2703319.3952693003,1458635.3810178149,5679919.15936748,0.788198749332891,6062236.072877104,15200161.74265756,57173499.12385062,98931264.32388425,154174213.92897624,2703319.3952693003,1458635.3810178149,5679919.15936748,1024.993256129765,6062236.072877104,15200161.74265756,9709340.136820171,,,,,,243074546.75969228,1024.2050573804322,14380654.145095337,16281919.6842665,9709340.136820171,54331092.80285086,,,,,,15890348.628871894,6312425.6218621945,1676.09047996,43289.35830775358,99743377.748377,304427.8598276239,1457178.202815,646179.654080487,0.788198749332891,6050135.801274556,15184976.765891671,2343.46432446,50652.15898619371,154020193.735241,304427.8598276239,1457178.202815,646179.654080487,1024.993256129765,6050135.801274556,15184976.765891671,339843.89698355517,,,,,,6753946.839669138,1024.2050573804322,7362.800678440129,667.3738445,339843.89698355517,54276815.986864,,,,,,441521.2178069434
,16/08/2022,1660608000,234899611.66691694,251360119.33801198,345596663.8840906,251335783.9452535,94236544.54607864,16436172.278336545,234899611.66691694,40234508.51419856,82905852.31369461,97272123.37232289,2578302.8993566222,1593314.061527,5628401.077191136,0.767381378370502,5971356.823030491,15176259.50930927,56285449.437338375,96814605.21971682,151914156.8952187,2578302.8993566222,1593314.061527,5628401.077191136,1010.6821774311029,5971356.823030491,15176259.50930927,9633807.279224738,,,,,,251335783.9452535,1009.9147960527324,13908752.90602221,16050940.92313982,9633807.279224738,54642033.52289581,,,,,,16436172.278336545,6300955.248576098,1668.23569592,43680.63873218894,97174948.423899,304763.93609416333,1593314.061527,649181.2084418841,0.7684341331328941,5965391.431598893,15176259.50930927,2333.75277541,51008.74879858631,151762394.500718,304763.93609416333,1593314.061527,649181.2084418841,1012.0687115659483,5965391.431598893,15176259.50930927,346166.2694654955,,,,,,6741839.698102293,1011.3002774328154,7328.110066397371,665.51707949,346166.2694654955,54587446.076819,,,,,,440884.4495261949
,17/08/2022,1660694400,221380336.1243494,251381854.90012598,346007631.8358673,236824812.6805471,94625776.9357413,15444476.556197707,221380336.1243494,40169127.66201167,85040007.97763093,95353839.53269236,2546284.7036752324,1708810.9995346388,5428650.6838556295,0.7682750672673356,5945023.343490047,15190109.228960382,56244203.06771739,99638256.2261315,146258807.08605576,2546284.7036752324,1708810.9995346388,5428650.6838556295,1011.8592133426542,5945023.343490047,15190109.228960382,13046474.637233358,,,,,,236824812.6805471,1011.0909382753869,14598248.248500563,16075075.40570572,13046474.637233358,50904967.5533634,,,,,,15444476.556197707,6294578.7922760695,1670.44236961,44825.136640556055,95163512.507677,302768.6924703011,1707103.895639,634188.1640018258,0.7684341331328941,5939084.259230818,15174934.294665718,2338.92806037,52519.967438595515,145966873.339377,302768.6924703011,1707103.895639,634188.1640018258,1012.0687115659483,5939084.259230818,15174934.294665718,474589.83765854343,,,,,,6733716.5959780235,1011.3002774328154,7694.83079803946,668.48569076,474589.83765854343,50803360.8317,,,,,,439137.80370195355
,18/08/2022,1660780800,212532874.36110175,245435842.31659982,338748909.0985749,227362594.93161204,93313066.78197506,14829720.570510289,212532874.36110175,38786991.53056124,79907906.97971988,94154640.65656146,2426100.653106422,2785754.2373731066,5118033.626629203,0.7692025672660269,6198950.9085059,16057462.954940043,54815240.01699039,94219715.76888776,144485745.5268277,2426100.653106422,2785754.2373731066,5118033.626629203,1002.5187720143077,6198950.9085059,16057462.954940043,12640902.88654237,,,,,,227362594.93161204,1001.7495694470417,14311808.789167887,16028248.486429151,12640902.88654237,50331104.870266214,,,,,,14829720.570510289,6317861.901340717,1653.39492436,43248.86853954518,94060580.076485,302129.59565459803,2782971.266107,631856.0032875559,0.7684341331328941,6202089.165623706,16041421.533406638,2336.64009621,50994.90469893201,144341404.12270498,302129.59565459803,2782971.266107,631856.0032875559,1001.5172547595483,6202089.165623706,16041421.533406638,490337.5828759647,,,,,,6758697.827931392,1000.7488206264154,7746.036159386828,683.24517185,490337.5828759647,50280824.046220005,,,,,,440835.92659067444
,19/08/2022,1660867200,214199614.18556112,246681909.41693476,337552106.67806065,229194424.2153658,90870197.26112592,14994810.029804671,214199614.18556112,38162015.05010536,79335238.47851624,96290872.442213,2192147.79277784,3723721.4128744625,4802613.451934143,0.7684341331328941,6127816.757503145,16047483.262576444,53938620.76434484,93476114.46432684,145484853.485489,2192147.79277784,3723721.4128744625,4802613.451934143,962.2515234459262,6127816.757503145,16047483.262576444,11757773.034710532,,,,,,229194424.2153658,961.4830893127933,14140875.985810604,15776605.71423948,11757773.034710532,49193981.043276,,,,,,14994810.029804671,6329775.832906652,1663.99298204,43429.95635860398,96290872.442213,299883.4189846567,3720001.411463,632755.3955117448,0.7684341331328941,6207590.503057943,16055318.257886292,2351.90637326,51171.00105342131,145484853.485489,299883.4189846567,3720001.411463,632755.3955117448,962.2515234459262,6207590.503057943,16055318.257886292,493195.1776304753,,,,,,6772884.876340596,961.4830893127933,7741.044694817327,687.91339122,493195.1776304753,49193981.043276,,,,,,443109.0434339441
,20/08/2022,1660953600,205868945.5133152,248448497.05812424,334443016.35255784,220372699.61731112,85994519.29443361,14503754.103995927,205868945.5133152,43432422.43783296,80587248.29141198,92564269.49766196,2123849.6511617815,3415421.186568222,4347493.274134429,0.7652612685971883,5951254.043935682,16026537.910155965,59784763.846395,93334407.83173442,137550535.28610492,2123849.6511617815,3415421.186568222,4347493.274134429,958.2783869056179,5951254.043935682,16026537.910155965,11886694.551427236,21100.49255328,,,,,220372699.61731112,957.5131256370207,12747159.540322443,16352341.40856204,11886694.551427236,44986265.78844297,21100.49255328,,,,,14503754.103995927,6357904.432159209,2059.97070944,49426.68745333283,92471797.699962,300828.5624875045,3408603.978611,616665.7126431814,0.7684341331328941,6004029.462914702,16010527.382773194,2835.5513112500003,57244.92028638553,137413122.163941,300828.5624875045,3408603.978611,616665.7126431814,962.2515234459262,6004029.462914702,16010527.382773194,519750.5269535302,0.99756489,,,,,6805827.659583419,961.4830893127933,7818.232833052699,775.58060181,519750.5269535302,44941324.463979,0.99756489,,,,,447923.22742421017
,21/08/2022,1661040000,204639215.03566527,246473260.42246348,331940096.93423533,219104646.37663418,85466836.51177183,14465431.340968912,204639215.03566527,43546612.8319905,78090358.16301052,93702556.79725839,2103281.4766942714,2733560.5556569304,4258034.525446751,0.7667781575759927,6021533.062036564,16017322.243591353,57832362.23753538,90366591.6109555,138823898.87094426,2103281.4766942714,2733560.5556569304,4258034.525446751,947.2092997938407,6021533.062036564,16017322.243591353,11700278.75363204,2082286.3884424001,,,,,219104646.37663418,946.4425216362647,12276233.447944991,14285749.405544879,11700278.75363204,45121342.07368587,2082286.3884424001,,,,,14465431.340968912,6363159.671507006,2056.60776575,49452.759603955776,93608947.849409,300898.6375814408,2730829.725931,615322.9083015537,0.7684341331328941,6028471.833116481,16019052.301239887,2731.29131187,57227.005180803826,138685213.657287,300898.6375814408,2730829.725931,615322.9083015537,949.2549441985886,6028471.833116481,16019052.301239887,523971.2831899705,98.49982916,,,,,6812955.422159024,948.4865100654557,7774.245576848053,674.68354612,523971.2831899705,45076265.807878,98.49982916,,,,,449795.75065201847
,22/08/2022,1661126400,238271957.05579588,250859321.58938587,337081476.48758394,254999541.78732425,86222154.89819805,16727584.731528375,238271957.05579588,44300327.58649939,79265239.6261199,95078873.26749769,2161327.011258466,3415693.0270056413,4438351.964573904,0.7684080063723676,6170900.514379444,16028607.823643431,58147698.9644936,91787916.41686411,140965219.24436858,2161327.011258466,3415693.0270056413,4438351.964573904,949.2226695304859,6170900.514379444,16028607.823643431,11707460.454295458,2257351.84403176,,,,,254999541.78732425,948.4542615241135,12522676.790744213,13847371.37799421,11707460.454295458,45886345.97687089,2257351.84403176,,,,,16727584.731528375,6410329.756680007,2060.76790187,49130.534800738766,94889095.077343,301020.475105636,3405476.597214,629553.4701523269,0.7684341331328941,6174605.277545972,15996614.594454521,2704.9215688,56892.39625183723,140683851.541286,301020.475105636,3405476.597214,629553.4701523269,949.2549441985886,6174605.277545972,15996614.594454521,513935.92863456794,105.40492361,,,,,6860358.939664359,948.4865100654557,7761.861451098462,644.15366693,513935.92863456794,45794756.463943,105.40492361,,,,,450029.1829843523
,23/08/2022,1661212800,258242255.35379472,253361897.559076,327747438.22978383,276232512.8092115,74385540.6707078,17990257.455416787,258242255.35379472,43756427.871367924,80462377.47204386,97273547.39261171,2098236.5674960855,3388754.4698647633,4362131.511751177,0.7669802381055453,5999766.393045024,16020655.113915231,57587941.703757875,93265232.06673288,142761308.350491,2098236.5674960855,3388754.4698647633,4362131.511751177,947.4342931772558,5999766.393045024,16020655.113915231,,2262464.61843662,,,,,276232512.8092115,946.6673129391502,12802854.594689034,13831513.83238995,,45487760.95787927,2262464.61843662,,,,,17990257.455416787,6415956.654752664,2053.03935961,49643.61887465687,97348213.472345,301038.2449779176,3385369.100764,617865.6532225463,0.7684541331328941,6050939.185738818,16036017.618794035,2702.01012076,57542.7147499586,142870890.323369,301038.2449779176,3385369.100764,617865.6532225463,949.2549641985886,6050939.185738818,16036017.618794035,,105.51555911,,,,,6862919.572899665,948.4865100654557,7899.095875301724,648.97076115,,45522676.851024,105.51555911,,,,,446962.9181470009
,24/08/2022,1661299200,264239236.09023514,258138717.0487314,346646592.87834907,282710530.7095107,88507875.82961765,18471294.619275533,264239236.09023514,44270721.71811864,80240312.53859521,101751154.74040481,2116718.7596887997,3336439.983218267,4422952.965182899,0.7658289954791893,5946896.331247334,16053519.24644643,58071210.294178255,93162704.52099341,148690530.5394653,2116718.7596887997,3336439.983218267,4422952.965182899,945.9629878440279,5946896.331247334,16053519.24644643,12576454.404928297,2268219.87001218,,,,,282710530.7095107,945.1971588485487,12922391.982398191,13800488.576059619,12576454.404928297,46939375.79906051,2268219.87001218,,,,,18471294.619275533,6412017.376613325,2072.01730404,48935.6730998745,101908909.732671,301097.9743511806,3342232.071398,619461.199605448,0.7684941331328942,6028980.906286424,16053519.24644643,2717.92615811,56816.573980151006,148921060.340873,301097.9743511806,3342232.071398,619461.199605448,949.2550041985886,6028980.906286424,16053519.24644643,540922.7701044428,105.68539139,,,,,6860240.978148767,948.4865100654557,7880.900880276507,645.90885407,540922.7701044428,47012150.608202,105.68539139,,,,,448223.6015354412
