,Date,Timestamp,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX,GMX
,07/03/2022,1646611200,140510993.6323748,178743913.53522164,260528576.3286872,149801824.8420055,81784662.79346554,9290831.209630707,140510993.6323748,23149418.278354,50687967.77257745,63070261.7395961,1118130.3420276328,14432980.124993363,3946837.5268354486,1.7035038856152285,2446081.9199997107,19892234.127334073,34946961.5514716,62056208.49895692,110569067.84117293,1118130.3420276328,14432980.124993363,3946837.5268354486,2542.940233258604,2446081.9199997107,19892234.127334073,11117531.455662282,,,,,,149801824.8420055,2541.236729372989,11368240.726379467,11797543.2731176,11117531.455662282,47498806.10157683,,,,,,9290831.209630707,6025342.780118988,602.5356137,19958.6430305662,63007254.485111,133747.64856789866,14462019.860874,300139.7358810227,1.704785884600448,2446081.9199997107,19896352.672337245,909.60337198,24434.945169199265,110458609.23194098,133747.64856789866,14462019.860874,300139.7358810227,2544.8539634391104,2446081.9199997107,19896352.672337245,153176.23940014167,,,,,,6423748.92118377,2543.14917755451,4476.3021386330665,307.06775828,153176.23940014167,47451354.746829994,,,,,,398406.14106478164
,08/03/2022,1646697600,136381360.85648906,178671549.1956035,259550907.1029374,145300221.57838732,80879357.90733393,8918860.721898263,136381360.85648906,23279730.541148897,51038841.505688414,62811618.8210601,1124372.7297444483,13891088.273361297,3898294.7279333933,1.7064906704850482,2605928.9327040217,20021671.957472283,35239239.807977095,62430460.29275823,109688892.06361385,1124372.7297444483,13891088.273361297,3898294.7279333933,2529.251754723838,2605928.9327040217,20021671.957472283,10648429.065618118,,,,,,145300221.57838732,2527.545264053353,11391618.78706981,11959509.2668282,10648429.065618118,46877273.24255375,,,,,,8918860.721898263,6029237.88048139,607.98460541,20242.18255090938,62748869.951109,132747.66584940357,13877211.062299,303605.5084060275,1.704785884600448,2600727.477748525,20001670.2871851,920.32488399,24760.13829276406,109579312.750863,132747.66584940357,13877211.062299,303605.5084060275,2526.7250296941443,2600727.477748525,20001670.2871851,146551.45975252023,,,,,,6423528.80541058,2525.020243809544,4517.955741854681,312.34027858,146551.45975252023,46830442.799754,,,,,,394290.9249291894
,09/03/2022,1646784000,148131155.40346333,181055707.10996884,262936210.25767505,157615196.1873985,81880503.1477062,9484040.783935163,148131155.40346333,23357882.15074892,53820936.589056104,62271351.627977,1175125.6056882923,14345618.792933425,4002327.60177317,1.7064906704850482,2543347.0224423106,19539116.012858946,35087239.44968652,65311766.00215598,111142756.562394,1175125.6056882923,14345618.792933425,4002327.60177317,2529.251754723838,2543347.0224423106,19539116.012858946,9786383.95598768,,,,,,157615196.1873985,2527.545264053353,11490829.413099876,11729357.2989376,9786383.95598768,48871404.934416994,,,,,,9484040.783935163,6075929.261831966,603.31341437,20852.988058387393,62271351.627977,131445.81719108415,14331287.505428,303436.5126439098,1.704785884600448,2543347.0224423106,19519596.416442506,906.2723279700001,25305.124043346488,111142756.562394,131445.81719108415,14331287.505428,303436.5126439098,2526.7250296941443,2543347.0224423106,19519596.416442506,133913.29989036237,,,,,,6464938.317776805,2525.020243809544,4452.135984959095,302.9589136,133913.29989036237,48871404.934416994,,,,,,389009.0559448385
,10/03/2022,1646870400,151701938.89079317,183565972.69688633,269081952.68876565,161540456.72942194,85515979.99187934,9838517.838628765,151701938.89079317,24528172.67480415,54358468.123058714,64052577.2474559,1202447.104874194,14064741.979651207,4155297.2628150987,1.7064906704850482,2685006.3063062034,18519260.291430194,37173000.01124358,66654324.57226641,111472133.00278682,1202447.104874194,14064741.979651207,4155297.2628150987,1513.2886016422494,2685006.3063062034,18519260.291430194,13154228.868790342,,,,,,161540456.72942194,1511.5821109717645,12295856.449207691,12644827.33643943,13154228.868790342,47419555.75533091,,,,,,9838517.838628765,6046310.836619896,584.18493045,19929.33908807092,64054242.657765,130700.77226893413,14067330.368439,296595.0937055745,1.704785884600448,2687626.742380024,18519852.92672385,885.34546434,24437.344942830372,111475031.35360199,130700.77226893413,14067330.368439,296595.0937055745,1511.776824817432,2687626.742380024,18519852.92672385,169797.71355092735,,,,,,6438439.885588759,1510.0720389328317,4508.005854759453,301.16053389,169797.71355092735,47420788.695837,,,,,,392129.0489688627
,11/03/2022,1646956800,145080704.65854263,188184100.06890664,272479743.3485741,154533653.23987976,84295643.27966748,9452948.581337111,145080704.65854263,23361097.03965444,53998442.67234201,66260751.72189827,1117496.9768241968,15643170.886196,4055353.349665986,1.6969319360300936,3695425.5386135443,20052360.18678025,35095391.04689244,65279381.20340499,114919370.95815757,1117496.9768241968,15643170.886196,4055353.349665986,1492.6983953249887,3695425.5386135443,20052360.18678025,12620300.503643813,,,,,,154533653.23987976,1491.0014633889587,11280938.531062987,11734294.007238,12620300.503643813,48658619.2362593,,,,,,9452948.581337111,6050071.086678174,601.28428497,21045.050440338295,66298608.227196,131625.08560944602,15643170.886196,312671.8079927514,1.704785884600448,3709726.5344036706,20032327.858921334,903.3097664700001,25441.620205158135,114985027.408808,131625.08560944602,15643170.886196,312671.8079927514,1499.60708516635,3709726.5344036706,20032327.858921334,171285.29456628408,,,,,,6444272.445366127,1497.9022992817497,4396.56976481984,302.0254815,171285.29456628408,48686419.181612,,,,,,394201.3586879529
,12/03/2022,1647043200,146372644.23615617,193461067.2303347,276260609.88326895,155793453.96048266,82799542.65293424,9420809.724326495,146372644.23615617,23966397.062506877,53217744.64226606,71433271.80438648,1139629.2952153564,15739184.460895447,4190641.4718846893,1.7022048387711628,3645697.667116961,20128499.12385793,35562543.01379274,63635366.87093204,119710627.71770601,1139629.2952153564,15739184.460895447,4190641.4718846893,1497.3366800394083,3645697.667116961,20128499.12385793,12506922.925187672,,,,,,155793453.96048266,1495.634475200637,10417622.228665981,11596145.95128586,12506922.925187672,48277355.91331953,,,,,,9420809.724326495,6068517.588563688,614.17654304,20767.252004724167,71361909.894492,131749.0514699834,15745923.716246,316274.828066769,1.704785884600448,3647185.718890268,20108390.733124807,911.34598467,24832.538641108586,119591036.681025,131749.0514699834,15745923.716246,316274.828066769,1499.60708516635,3647185.718890268,20108390.733124807,172461.70608366895,,,,,,6459098.422905583,1497.9022992817497,4065.286636384418,297.16944163,172461.70608366895,48229126.786533,,,,,,390580.8343418945
,13/03/2022,1647129600,140710641.71670195,196318695.18942818,276933119.74640065,149797732.51958805,80614424.55697246,9087090.802886097,140710641.71670195,23909791.930606402,54120478.591710195,71651084.0866123,1114684.2517922986,16578461.507412,4153105.240764732,1.6998164337468378,3738841.8867496117,21052245.99396422,35569186.64471311,64674850.96123477,119904774.92794818,1114684.2517922986,16578461.507412,4153105.240764732,1486.741390413478,3738841.8867496117,21052245.99396422,10145481.5904313,,,,,,149797732.51958805,1485.041573979731,10554372.369524576,11659394.71410671,10145481.5904313,48253690.841335885,,,,,,9087090.802886097,6062500.720237051,614.9796016,21060.60067777418,71667137.525418,131448.61459814842,16578461.507412,316306.56822275184,1.704785884600448,3740678.5599225336,21052245.99396422,914.86886609,25167.759883737628,119931639.61522199,131448.61459814842,16578461.507412,316306.56822275184,1491.0879116760134,3740678.5599225336,21052245.99396422,143581.68115526892,,,,,,6454016.9116582535,1489.383125791413,4107.15920596345,299.88926449,143581.68115526892,48264502.08980399,,,,,,391516.1914212019
,14/03/2022,1647216000,141589898.54369113,195052162.22008404,277899405.26357776,150729036.72753215,82847243.0434937,9139138.183841022,141589898.54369113,23202302.87704904,54668057.772282556,71727911.15428956,1079490.261377218,15013587.096682616,4037764.090823214,1.7043801455599132,3885093.159160635,21437954.10403906,35063262.29678005,64126311.21463861,122716822.5760462,1079490.261377218,15013587.096682616,4037764.090823214,1290.8806089530349,3885093.159160635,21437954.10403906,10537829.583421186,,,,,,150729036.72753215,1289.176228807475,9458253.442356057,11860959.41973101,10537829.583421186,50988911.42175664,,,,,,9139138.183841022,6069005.5098024495,612.66676024,21599.049312647196,71733721.585738,131645.15382649002,15043644.29799,317434.2838697495,1.704785884600448,3891112.7105238154,21416537.56647259,925.86048155,25335.953289809175,122723184.377529,131645.15382649002,15043644.29799,317434.2838697495,1291.1879116760135,3891112.7105238154,21416537.56647259,155242.03864792554,,,,,,6460738.822440298,1289.4831257914132,3736.90397716198,313.19372131,155242.03864792554,50989462.791791,,,,,,391733.31263784925
,15/03/2022,1647302400,128635357.36070137,199820990.28035262,282748670.7160282,137018107.6321772,82927680.43567559,8382750.271475843,128635357.36070137,24777097.079020828,58775410.52787073,72812753.859877,1121385.9677775556,15068584.689319905,4334215.810772894,1.6997789284573765,2831539.8821736616,20100000.763761155,36976112.33722506,69384151.76673166,123848623.968095,1121385.9677775556,15068584.689319905,4334215.810772894,1287.395692779421,2831539.8821736616,20100000.763761155,9082768.134478562,,,,,,137018107.6321772,1285.6959138509637,10608741.23886094,12199015.25820423,9082768.134478562,51035870.108218,,,,,,8382750.271475843,6036384.672017897,626.68126259,22718.3831225608,72812753.859877,131156.25354123456,15069172.387043,320578.092512788,1.704785884600448,2828711.1710026595,20100000.763761155,935.22807338,26818.966100169557,123848623.968095,131156.25354123456,15069172.387043,320578.092512788,1291.1879116760135,2828711.1710026595,20100000.763761155,131367.77747293262,,,,,,6429756.341256556,1289.4831257914132,4100.582977608756,308.54681079,131367.77747293262,51035870.108218,,,,,,393371.66923865996
,16/03/2022,1647388800,132145044.70269884,205943681.75635484,288140431.0502556,140631732.11258447,82196749.29390076,8486687.409885643,132145044.70269884,24600155.765706632,60652590.92059412,76225932.01833002,1142692.974136276,15335662.36275836,4420848.35991216,1.6983895279614272,3282839.6982431524,20282957.958284594,35923632.666877896,72355132.93489009,126296856.01629698,1142692.974136276,15335662.36275836,4420848.35991216,1201.5372568370742,3282839.6982431524,20282957.958284594,9098606.54159928,,,,,,140631732.11258447,1199.8388673091129,11702542.014295965,11323476.90117126,9098606.54159928,50070923.99796695,,,,,,8486687.409885643,6053368.9740127735,625.05159859,23117.63799309897,76376929.207373,131344.0200156639,15342320.930042,322454.29321022314,1.704785884600448,3294346.8517964776,20326986.210416354,912.76348977,27578.043159297195,126547039.513415,131344.0200156639,15342320.930042,322454.29321022314,1206.062402973029,3294346.8517964776,20326986.210416354,130371.20707263619,,,,,,6442131.567227874,1204.3576170884287,4460.405166198222,287.71189118,130371.20707263619,50170110.306042,,,,,,388762.5932151005
,17/03/2022,1647475200,140285928.46773908,209706211.80353504,293402686.24287325,149386792.4202614,83696474.4393382,9100863.952522332,140285928.46773908,26047495.6271605,61197097.69907941,72983608.065029,1208654.979726919,17323963.639767,4739914.844343839,1.7002988881521797,3401108.485705796,22804366.762423735,37255174.236635745,74374183.68168634,124152377.00757998,1208654.979726919,17323963.639767,4739914.844343839,1175.042373725867,3401108.485705796,22804366.762423735,8141767.562630188,,,,,,149386792.4202614,1173.3420748377148,13177085.982606927,11207678.609475242,8141767.562630188,51168768.942550994,,,,,,9100863.952522332,6028617.467457631,635.83204675,22141.093828810623,72983608.065029,133111.781908251,17323963.639767,322882.4825847302,1.704785884600448,3403072.058283426,22804366.762423735,909.41693689,26908.56006660239,124152377.00757998,133111.781908251,17323963.639767,322882.4825847302,1178.1432467513164,3403072.058283426,22804366.762423735,110877.94583453884,,,,,,6419716.047282398,1176.438460866716,4767.466237791765,273.58489014,110877.94583453884,51168768.942550994,,,,,,391098.57982476713
,18/03/2022,1647561600,151287987.70698965,210289004.25256371,293118843.517714,160930509.30557242,82829839.2651503,9642521.598582765,151287987.70698965,25908782.61522525,61686032.13631514,73045714.6916386,1222716.1384224936,16982811.432723,4626397.573450819,1.6972609597058215,3864885.0543082086,22951662.91321924,36874075.29202664,74441035.84976016,121360194.17746085,1222716.1384224936,16982811.432723,4626397.573450819,1167.964992460156,3864885.0543082086,22951662.91321924,10793897.121350158,,,,,,160930509.30557242,1166.2677315004503,12755003.71344502,10965292.676801391,10793897.121350158,48314479.485822245,,,,,,9642521.598582765,6066078.095709288,635.68914825,22042.140442841875,73073190.211158,133193.4791309906,16982811.432723,322397.0434460501,1.704785884600448,3873845.2583908667,22951662.91321924,904.72986952,26599.85915912174,121405842.77434401,133193.4791309906,16982811.432723,322397.0434460501,1173.1432467513164,3873845.2583908667,22951662.91321924,133028.06410340348,,,,,,6452706.868707795,1171.438460866716,4557.718716279866,269.04072127,133028.06410340348,48332652.563186005,,,,,,386628.772998507
,19/03/2022,1647648000,181128845.87568623,210478201.49841815,295803914.5066093,192362970.60189337,85325713.00819114,11234124.72620714,181128845.87568623,26449980.73736334,63786133.266907215,71462109.6112826,1265114.7745822854,15487090.233948331,4875434.315793405,1.7012501586757867,4010096.103890478,23142240.753400322,37651170.99398286,76381140.8335115,120716160.47784925,1265114.7745822854,15487090.233948331,4875434.315793405,1160.7308876575541,4010096.103890478,23142240.753400322,12274305.288763197,,,,,,192362970.60189337,1159.0296374988784,12595007.56660428,11201190.256619519,12274305.288763197,49254050.866566636,,,,,,11234124.72620714,6100668.436365316,630.57218179,21483.46735921808,71466040.243496,129225.20680105062,15471618.615333,321386.57322303264,1.704785884600448,4002091.9200503775,23142240.753400322,897.6105229099999,25725.524685596716,120722800.23186201,129225.20680105062,15471618.615333,321386.57322303264,1163.1432467513164,4002091.9200503775,23142240.753400322,140438.27561513954,,,,,,6479049.195078928,1161.438460866716,4242.057326378636,267.03834112,140438.27561513954,49256759.988366,,,,,,378380.758713612
,20/03/2022,1647734400,183107395.33114552,210812090.93610823,296036159.62479067,195287787.62639087,85224068.68868244,12180392.295245344,183107395.33114552,26682665.055621542,63566966.159641154,72035979.97502472,1253393.3618836307,15047992.025483415,4810464.118096675,1.700032941554182,4009544.277741375,23405084.262582734,37757226.07010574,75567903.40401086,119773547.07678579,1253393.3618836307,15047992.025483415,4810464.118096675,1202.694900823113,4009544.277741375,23405084.262582734,14409802.333199559,,,,,,195287787.62639087,1200.9948678815588,12000937.244369712,11074561.014484199,14409802.333199559,47737567.10176107,,,,,,12180392.295245344,6085323.872753258,634.48578151,21597.615607168005,72095891.660995,129215.8105034671,15032959.066417,321555.08810806647,1.704785884600448,4013477.4856773387,23414145.536905516,897.8272238100001,25675.07352577801,119873161.674137,129215.8105034671,15032959.066417,321555.08810806647,1206.0573888231518,4013477.4856773387,23414145.536905516,162675.57386768525,,,,,,6490122.5532200355,1204.3526029385514,4077.4579186100054,263.3414423,162675.57386768525,47777270.013142,,,,,,404798.6804667778
,21/03/2022,1647820800,171455205.94257388,208259144.10266307,293320978.39194113,182880232.01279983,85061834.28927805,11425026.070225945,171455205.94257388,26234091.84306064,62016478.35411698,71700981.78396526,1197699.1598977407,14857538.148033638,4666977.427352268,1.698868572795,4012258.152713167,23573117.534654766,37245276.31544104,73726500.17639561,120171685.92535818,1197699.1598977407,14857538.148033638,4666977.427352268,1201.8711636265466,4012258.152713167,23573117.534654766,13868723.68093105,,,,,,182880232.01279983,1200.1722950537517,11710021.822278626,11011184.4723804,13868723.68093105,48470704.141392924,,,,,,11425026.070225945,6075662.861182632,635.63897662,21686.130632653076,71714822.744755,128508.49355125973,14861907.548853,320975.06377938576,1.704785884600448,4018120.5906549324,23549567.96668808,902.4344910699999,25780.93042923479,120194883.53788099,128508.49355125973,14861907.548853,320975.06377938576,1206.0573888231518,4018120.5906549324,23549567.96668808,163123.07317020762,,,,,,6480518.497973062,1204.3526029385514,4094.7997965817144,266.79551445,163123.07317020762,48480060.793125995,,,,,,404855.63679043035
,22/03/2022,1647907200,177262998.58162254,209601517.1068531,296312479.8913646,189100195.07857224,86710962.7845115,11837196.496949714,177262998.58162254,25967878.510662,63464696.07539751,71801333.0169192,1200944.2542403392,14598006.695986027,4934161.555151332,1.6976155551698184,4013272.3739961735,23621222.926884975,36939763.26354336,75550333.26989728,122372319.06614465,1200944.2542403392,14598006.695986027,4934161.555151332,1094.63254192076,4013272.3739961735,23621222.926884975,13081361.852978554,,,,,,189100195.07857224,1092.9349263655902,12085637.19449977,10971884.752881361,13081361.852978554,50570986.04922546,,,,,,11837196.496949714,6074811.466128257,632.5606185,21920.130445657058,71863926.496898,129133.79077853108,14603512.220093,328724.95370761707,1.704785884600448,4015416.6064640256,23623868.800190598,899.82858968,26094.3999246693,122478998.27364099,129133.79077853108,14603512.220093,328724.95370761707,1099.2560127102192,4015416.6064640256,23623868.800190598,151002.67635898135,,,,,,6480472.758004532,1097.5512268256189,4174.2694790122405,267.26797118,151002.67635898135,50615071.776743,,,,,,405661.2918762753
,23/03/2022,1647993600,168062214.8660936,214132910.85758406,302608743.04413325,178846312.8402908,88475832.18654917,10784097.974197205,168062214.8660936,27109023.60937602,65686866.456180125,72839717.227499,1290878.2937260228,14623398.886563465,5102541.3863559235,1.697554182877973,4018613.5783691336,23461869.721960165,38838624.26592915,77837839.76231381,126061069.210628,1290878.2937260228,14623398.886563465,5102541.3863559235,1092.6014527043026,4018613.5783691336,23461869.721960165,11372815.336834822,,,,,,178846312.8402908,1090.9038985214247,12150973.306133686,11729600.65655313,11372815.336834822,53221351.983129,,,,,,10784097.974197205,6082599.162725068,639.46933714,22078.505774895424,72839717.227499,131722.27487000232,14608790.096467,330689.6556290294,1.704785884600448,4018613.5783691336,23368396.13741052,916.1565415499999,26162.660626292392,126061069.210628,131722.27487000232,14608790.096467,330689.6556290294,1097.2560127102192,4018613.5783691336,23368396.13741052,135957.14688385918,,,,,,6472903.106778531,1095.5512268256189,4084.154851396967,276.68720441,135957.14688385918,53221351.983129,,,,,,390303.9440534638
,24/03/2022,1648080000,173257795.5547797,216858524.3552127,307165734.5350835,184328340.8798317,90307210.17987077,11070545.32505198,173257795.5547797,26973927.353839878,66757169.80040739,74652651.66776292,1318309.7446848387,14371161.943200061,5214346.243586228,1.6961136388054856,3820527.5325146806,23750428.373103064,38892772.81523408,78302583.34729113,129996863.85971344,1318309.7446848387,14371161.943200061,5214346.243586228,1071.1948167575688,3820527.5325146806,23750428.373103064,11497669.480939195,,,,,,184328340.8798317,1069.4987031187634,11545413.546883741,11918845.4613942,11497669.480939195,55344212.19195052,,,,,,11070545.32505198,6104925.847596184,630.99858131,22121.870895187523,74735608.192857,132493.4416768682,14356805.138062,331069.60276737955,1.704785884600448,3823479.2585022445,23758411.199266016,909.81502796,25947.769277029238,130141320.725719,132493.4416768682,14356805.138062,331069.60276737955,1076.6718464404112,3823479.2585022445,23758411.199266016,133865.0539170939,,,,,,6495008.487661441,1074.9670605558108,3825.8983818417146,278.81644665,133865.0539170939,55405712.532862,,,,,,390082.6400652565
,25/03/2022,1648166400,164023859.2337654,219264683.4219537,305817293.8087394,174955616.19427305,86552610.3867857,10931756.960507656,164023859.2337654,27652480.68636735,67601957.45009263,75242191.1554819,1412825.8505124887,13135471.799336152,5391496.575112311,1.6841460418955905,4968087.377969518,23860170.8429353,39865164.4669178,78078978.77081177,127779641.46694684,1412825.8505124887,13135471.799336152,5391496.575112311,1063.6365803955573,4968087.377969518,23860170.8429353,11324393.021616817,,,,,,174955616.19427305,1061.9524343536616,10477021.320719145,12212683.78055045,11324393.021616817,52537450.31146494,,,,,,10931756.960507656,5787715.569293062,629.68190109,21793.795863197156,75352129.913025,132287.0646547274,13148291.383435,336547.8511306062,1.704785884600448,4981088.0176957045,23891588.281525508,907.78013132,25171.420898488268,127966344.36337301,132287.0646547274,13148291.383435,336547.8511306062,1076.6718464404112,4981088.0176957045,23891588.281525508,130015.99335955014,,,,,,6173451.524145132,1074.9670605558108,3377.6250352911115,278.09823023,130015.99335955014,52614214.450348,,,,,,385735.9548520697
,26/03/2022,1648252800,165471944.7920651,219230341.00847867,305172765.8893168,176363867.88461676,85942424.8808381,10891923.092551636,165471944.7920651,28062068.599262636,68996146.81367998,72176995.80203614,1338754.895074012,13238284.77214377,5212006.883909034,1.6886040569838205,5316841.42037782,24889240.13339122,40285119.107693516,79426723.5540643,124280882.07849067,1338754.895074012,13238284.77214377,5212006.883909034,971.8578301538288,5316841.42037782,24889240.13339122,11183941.186342273,,,,,,176363867.88461676,970.1692260968449,10430576.740384322,12223050.50843088,11183941.186342273,52103886.27645453,,,,,,10891923.092551636,5773619.846199062,632.37039389,22220.480315638608,72195116.776347,126416.89283040717,13238734.88913,334531.89242034877,1.704785884600448,5321881.241913913,24916598.558608573,907.8132122699999,25579.6885590548,124312084.411678,126416.89283040717,13238734.88913,334531.89242034877,981.1711062947787,5321881.241913913,24916598.558608573,133875.28353294556,,,,,,6153659.032959412,979.4663204101782,3359.208243416194,275.44281838,133875.28353294556,52116967.635331005,,,,,,380039.18676035013
,27/03/2022,1648339200,165075991.72852147,220397568.51904285,308022089.68504,175869086.28370777,87624521.16599713,10793094.55518631,165075991.72852147,28336507.1709146,69734909.06797242,71640777.64241397,1428906.5881844913,13134387.195595866,5233143.625106366,1.6872981909962166,5994734.629424053,24894200.912132893,40297276.73058145,80284908.1210979,125582468.93015122,1428906.5881844913,13134387.195595866,5233143.625106366,956.1674816925246,5994734.629424053,24894200.912132893,11171106.785284039,,,,,,175869086.28370777,954.4801835015284,10549999.053125484,11960769.55966685,11171106.785284039,53941691.28773724,,,,,,10793094.55518631,5769870.385477857,635.1056138,22194.009365821283,71569208.43398,134295.7319722266,13139498.460497,329128.52988090354,1.704785884600448,5997319.474117397,24900002.612741664,903.1821218499999,25551.678873445417,125457011.918233,134295.7319722266,13139498.460497,329128.52988090354,966.0775047361076,5997319.474117397,24900002.612741664,129836.20159558389,,,,,,6147119.4087279895,964.3727188515071,3357.669507624133,268.07650805,129836.20159558389,53887803.484253,,,,,,377249.0232501332
,28/03/2022,1648425600,163538664.5436358,226661354.8675501,316625527.92544055,174346234.69307,89964173.05789047,10807570.149434209,163538664.5436358,30334601.620078,72107464.98947732,73541084.99114737,1546809.0421556546,12708006.88977596,5601230.6323278155,1.6780139270686825,5983013.756115302,24839141.268458754,42808361.6380896,83509139.27754149,127601566.7067494,1546809.0421556546,12708006.88977596,5601230.6323278155,951.3665585061212,5983013.756115302,24839141.268458754,12027307.347668095,,,,,,174346234.69307,949.6885445790525,11401674.288064165,12473760.0180116,12027307.347668095,54060481.715602025,,,,,,10807570.149434209,5744245.329948571,647.62172545,21940.23653735458,73856377.868267,136523.3046915847,12750913.714425,334801.5918904851,1.704785884600448,6004226.689007566,24989151.142768793,913.9274474399999,25409.439494891736,128148633.221974,136523.3046915847,12750913.714425,334801.5918904851,966.5451840768644,6004226.689007566,24989151.142768793,134714.4640195799,,,,,,6123857.9098373735,964.8403981922639,3469.202957537156,266.30572199,134714.4640195799,54292255.353707,,,,,,379612.5798888026
,29/03/2022,1648512000,163153288.12260282,230920596.05858108,320257793.66206676,174021543.4723287,89337197.60348566,10868255.34972587,163153288.12260282,30181723.86866181,71632281.50830664,78586982.20701538,1444351.2760674017,12449359.585493771,5530333.73331807,1.6868685849532972,5989218.092039881,25106344.10080952,42643412.55007892,83337847.25078382,131444579.23418348,1444351.2760674017,12449359.585493771,5530333.73331807,951.4393441922166,5989218.092039881,25106344.10080952,12311396.399947656,,,,,,174021543.4723287,949.7524756072632,11705565.742477182,12461688.68141711,12311396.399947656,52857597.027168095,,,,,,10868255.34972587,5728696.914417234,641.46827631,21416.013366511193,78641402.057239,131185.40200430533,12478396.814882,335374.99898836087,1.704785884600448,6008167.853449661,25163162.521783706,906.3231929199999,24915.64435864142,131535601.870678,131185.40200430533,12478396.814882,335374.99898836087,961.5451840768644,6008167.853449661,25163162.521783706,136248.30013222285,,,,,,6110307.003944126,959.8403981922639,3499.6309921302263,264.85491661,136248.30013222285,52894199.813439,,,,,,381610.08952689153
,30/03/2022,1648598400,178399526.23829928,233924320.30566886,322758975.2829034,190804398.34014326,88834654.9772345,12404872.101843981,178399526.23829928,29954674.86915358,73702497.52870631,79694338.58812526,1449081.9834138243,12357717.380459664,5568125.719923724,1.6865105799175313,5842184.949667579,25355697.59970832,42587029.80817285,85316436.03541736,130943991.49401069,1449081.9834138243,12357717.380459664,5568125.719923724,1000.7014197035605,5842184.949667579,25355697.59970832,13337709.61070962,,,,,,190804398.34014326,999.014909123643,11613938.506711055,12632354.939019272,13337709.61070962,51249652.90588542,,,,,,12404872.101843981,5786556.154339906,631.80854378,21730.82917219442,79614723.864261,129151.69192636579,12358755.515923,328309.2995238045,1.704785884600448,5844142.737484636,25378538.284164067,898.25208935,25155.1434379004,130813178.31569499,129151.69192636579,12358755.515923,328309.2995238045,1011.5451840768644,5844142.737484636,25378538.284164067,144207.04520174745,,,,,,6188919.829391608,1009.8403981922639,3424.3142657059784,266.44354557,144207.04520174745,51198454.451433994,,,,,,402363.6750517023
,31/03/2022,1648684800,203630692.4674339,232444810.62750176,323209208.8143924,216969006.50097743,90764398.18689065,13338314.03354352,203630692.4674339,29742001.03091274,71142560.39876151,81575884.916568,1555598.0648926834,11490616.591017395,5680809.476892436,1.6884421023247835,5887136.071350271,25370202.388664637,42653180.041862786,82599231.79676877,134369224.67059156,1555598.0648926834,11490616.591017395,5680809.476892436,1020.124363648527,5887136.071350271,25370202.388664637,13602189.587988224,,,,,,216969006.50097743,1018.4359215462023,11456671.398007264,12911179.01095005,13602189.587988224,52793339.75402357,,,,,,13338314.03354352,5976832.769810211,632.31075602,21018.556879758184,80928457.2585,132278.74701468396,11491961.150472,329704.55466584075,1.704785884600448,5895968.23176145,25382792.253622435,906.80060467,24403.34789770848,133302802.25257099,132278.74701468396,11491961.150472,329704.55466584075,1029.9989637136498,5895968.23176145,25382792.253622435,141630.46218230136,,,,,,6368330.099823229,1028.2941778290494,3384.791017950296,274.48984865,141630.46218230136,52374344.994071,,,,,,391497.33001301787
,01/04/2022,1648771200,245618090.19838354,230949394.8518556,321274142.52001095,261252196.30362,90324747.66815537,15634106.105236461,245618090.19838354,28796377.771907017,68415634.00713891,84213831.843465,1546927.0764466417,10924707.607406592,5623383.363655268,1.7026071682399286,5904050.886312523,25524480.592916492,41334015.312087245,79231840.08762427,137495803.599912,1546927.0764466417,10924707.607406592,5623383.363655268,1028.6826250380238,5904050.886312523,25524480.592916492,13687905.311024915,,,,,,261252196.30362,1026.980017869784,10816206.080485359,12537637.540180229,13687905.311024915,53281971.756446995,,,,,,15634106.105236461,6103829.279283885,631.59646814,20713.493697191574,84213831.843465,135457.71247343623,10913793.813593,329623.87829163356,1.704785884600448,5886391.711178986,25498981.61130519,906.5868732499999,23988.204510399573,137495803.599912,135457.71247343623,10913793.813593,329623.87829163356,1029.9989637136498,5886391.711178986,25498981.61130519,140909.05199737404,,,,,,6492350.802773857,1028.2941778290494,3274.710813207999,274.99040511,140909.05199737404,53281971.756446995,,,,,,388521.5234899717
