,Date,Timestamp,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido,Lido
,,,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking,Liquid Staking
,,,ethereum,moonriver,solana,terra,Total,moonbeam,ethereum,ethereum,ethereum,moonriver,solana,terra,Total,Total,Total,Total,Total,Total,Total,moonbeam,ethereum,ethereum,ethereum,moonriver,solana,terra,Total,Total,Total,Total,Total,Total,Total,moonbeam
,,,TVL,TVL,TVL,TVL,TVL,TVL,Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens,Tokens
,,,,,,,,,ethereum,WETH,MATIC,kusama,solana,terra-luna,ethereum,terra-luna,WETH,solana,kusama,MATIC,polkadot,polkadot,ethereum,WETH,MATIC,kusama,solana,terra-luna,ethereum,terra-luna,WETH,solana,kusama,MATIC,polkadot,polkadot
,20/12/2020,1608422400,1484680.7284947846,,,0,1484680.7284947846,,1484680.7284947846,,,,,,1484680.7284947846,,,,,,,,2272.266883201821,,,,,,2272.266883201821,,,,,,,
,21/12/2020,1608508800,2697598.3123804107,,,0,2697598.3123804107,,2697598.3123804107,,,,,,2697598.3123804107,,,,,,,,4140.771433296479,,,,,,4140.771433296479,,,,,,,
,22/12/2020,1608595200,3410253.516725309,,,0,3410253.516725309,,3410253.516725309,,,,,,3410253.516725309,,,,,,,,5562.490082029796,,,,,,5562.490082029796,,,,,,,
,23/12/2020,1608681600,4563625.9195428,,,0,4563625.9195428,,4563625.9195428,,,,,,4563625.9195428,,,,,,,,7528.37687483718,,,,,,7528.37687483718,,,,,,,
,24/12/2020,1608768000,4661610.562224566,,,0,4661610.562224566,,4661610.562224566,,,,,,4661610.562224566,,,,,,,,7703.265534473006,,,,,,7703.265534473006,,,,,,,
,25/12/2020,1608854400,5347131.755681057,,,0,5347131.755681057,,5347131.755681057,,,,,,5347131.755681057,,,,,,,,9231.067007517395,,,,,,9231.067007517395,,,,,,,
,26/12/2020,1608940800,7325073.36245567,,,0,7325073.36245567,,7325073.36245567,,,,,,7325073.36245567,,,,,,,,11719.517890788728,,,,,,11719.517890788728,,,,,,,
,27/12/2020,1609027200,7408641.784875614,,,0,7408641.784875614,,7408641.784875614,,,,,,7408641.784875614,,,,,,,,11983.160390405581,,,,,,11983.160390405581,,,,,,,
,28/12/2020,1609113600,8347237.651847627,,,0,8347237.651847627,,8347237.651847627,,,,,,8347237.651847627,,,,,,,,12818.091506997309,,,,,,12818.091506997309,,,,,,,
,29/12/2020,1609200000,11344171.902470186,,,0,11344171.902470186,,11344171.902470186,,,,,,11344171.902470186,,,,,,,,15567.58010823731,,,,,,15567.58010823731,,,,,,,
,30/12/2020,1609286400,11765090.773599079,,,0,11765090.773599079,,11765090.773599079,,,,,,11765090.773599079,,,,,,,,16044.54749684357,,,,,,16044.54749684357,,,,,,,
,31/12/2020,1609372800,12119912.5203128,,,0,12119912.5203128,,12119912.5203128,,,,,,12119912.5203128,,,,,,,,16633.527762043395,,,,,,16633.527762043395,,,,,,,
,01/01/2021,1609459200,12582167.785034006,,,0,12582167.785034006,,12582167.785034006,,,,,,12582167.785034006,,,,,,,,16824.47021146851,,,,,,16824.47021146851,,,,,,,
,02/01/2021,1609545600,12543454.040580653,,,0,12543454.040580653,,12543454.040580653,,,,,,12543454.040580653,,,,,,,,16923.348669911327,,,,,,16923.348669911327,,,,,,,
