,Date,Timestamp,Nirvana,Nirvana,Nirvana,Nirvana,Nirvana,Nirvana,Nirvana,Nirvana,Nirvana,Nirvana,Nirvana,Nirvana,Nirvana,Nirvana,Nirvana,Nirvana
,,,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP,CDP
,,,solana-staking,solana,Total,staking,solana-staking,solana,solana,Total,Total,staking,solana-staking,solana,solana,Total,Total,staking
,,,TVL,TVL,TVL,TVL,Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens(USD),Tokens,Tokens,Tokens,Tokens,Tokens,Tokens
,,,,,,,nirvana-ana,tether,usd-coin,tether,usd-coin,nirvana-ana,nirvana-ana,tether,usd-coin,tether,usd-coin,nirvana-ana
,07/07/2022,1657152000,15195602.471070003,3605513.570250227,3605513.570250227,15195602.471070003,15195602.471070003,3605475.967458,37.602792226999995,3605475.967458,37.602792226999995,15195602.471070003,1809000.2941750002,3605475.967458,37.565227,3605475.967458,37.565227,1809000.2941750002
,08/07/2022,1657238400,15253759.57929705,3600834.519209933,3600834.519209933,15253759.57929705,15253759.57929705,3599324.796277,1509.7229329329998,3599324.796277,1509.7229329329998,15253759.57929705,1818088.150095,3599324.796277,1505.207311,3599324.796277,1505.207311,1818088.150095
,09/07/2022,1657324800,15538368.824950708,3582085.0374791147,3582085.0374791147,15538368.824950708,15538368.824950708,3582018.7697214675,66.26775764699998,3582018.7697214675,66.26775764699998,15538368.824950708,1821614.164707,3571304.855156,66.069549,3571304.855156,66.069549,1821614.164707
,10/07/2022,1657411200,15553476.1097405,3581940.0094531476,3581940.0094531476,15553476.1097405,15553476.1097405,3574614.6020905315,7325.407362615999,3574614.6020905315,7325.407362615999,15553476.1097405,1829820.7187929999,3571043.558532,7303.496872,3571043.558532,7303.496872,1829820.7187929999
,11/07/2022,1657497600,15609061.2665085,3579013.804817228,3579013.804817228,15609061.2665085,15609061.2665085,3569645.691029707,9368.113787520999,3569645.691029707,9368.113787520999,15609061.2665085,1836360.149001,3570941.942955,9340.093507,3570941.942955,9340.093507,1836360.149001
,12/07/2022,1657584000,15684194.48999155,3573306.855615288,3573306.855615288,15684194.48999155,15684194.48999155,3570581.623386,2725.2322292880003,3570581.623386,2725.2322292880003,15684194.48999155,1843031.079905,3570581.623386,2719.792644,3570581.623386,2719.792644,1843031.079905
,13/07/2022,1657670400,15664254.17595919,3538760.9531635228,3538760.9531635228,15664254.17595919,15664254.17595919,3530935.2192845596,7825.733878962999,3530935.2192845596,7825.733878962999,15664254.17595919,1840687.917269,3537713.478309,7817.915963,3537713.478309,7817.915963,1840687.917269
,14/07/2022,1657756800,15571353.264908763,3530789.290268758,3530789.290268758,15571353.264908763,15571353.264908763,3528209.378176,2579.9120927579997,3528209.378176,2579.9120927579997,15571353.264908763,1840585.492306,3528209.378176,2577.334758,3528209.378176,2577.334758,1840585.492306
,15/07/2022,1657843200,16293183.00929234,3512300.62507585,3512300.62507585,16293183.00929234,16293183.00929234,3512151.842592,148.78248384999998,3512151.842592,148.78248384999998,16293183.00929234,1855715.604703,3512151.842592,148.63385,3512151.842592,148.63385,1855715.604703
,16/07/2022,1657929600,16541656.450438559,3513244.2770331735,3513244.2770331735,16541656.450438559,16541656.450438559,3512628.9089631736,615.36807,3512628.9089631736,615.36807,16541656.450438559,1860703.7627039999,3509119.789174,615.36807,3509119.789174,615.36807,1860703.7627039999
,17/07/2022,1658016000,16528527.15131126,3525878.7181958607,3525878.7181958607,16528527.15131126,16528527.15131126,3523451.113466,2427.604729860704,3523451.113466,2427.604729860704,16528527.15131126,1865522.251841,3523451.113466,2428.265218,3523451.113466,2428.265218,1865522.251841
,18/07/2022,1658102400,16394702.96771008,3521721.188919923,3521721.188919923,16394702.96771008,16394702.96771008,3521499.189219,221.99970092299995,3521499.189219,221.99970092299995,16394702.96771008,1867278.242336,3521499.189219,221.777923,3521499.189219,221.777923,1867278.242336
,19/07/2022,1658188800,16631149.491759278,3540715.1513311244,3540715.1513311244,16631149.491759278,16631149.491759278,3537100.2953344043,3614.8559967200003,3537100.2953344043,3614.8559967200003,16631149.491759278,1874988.668744,3526520.733135,3600.45418,3526520.733135,3600.45418,1874988.668744
,20/07/2022,1658275200,16761338.719699001,3525289.221014922,3525289.221014922,16761338.719699001,16761338.719699001,3523936.481415126,1352.739599796,3523936.481415126,1352.739599796,16761338.719699001,1885414.9291,3516902.676063,1347.350199,3516902.676063,1347.350199,1885414.9291
,21/07/2022,1658361600,16828822.205766696,3514256.40574233,3514256.40574233,16828822.205766696,16828822.205766696,3510900.7657234343,3355.6400188956522,3510900.7657234343,3355.6400188956522,16828822.205766696,1899415.598845,3511343.194966,3359.681716,3511343.194966,3359.681716,1899415.598845
,22/07/2022,1658448000,16911543.651897002,3503344.6890394213,3503344.6890394213,16911543.651897002,16911543.651897002,3502870.437586176,474.251453245176,3502870.437586176,474.251453245176,16911543.651897002,1910908.8872200001,3506991.15219,474.470184,3506991.15219,474.470184,1910908.8872200001
,23/07/2022,1658534400,16978018.62347237,3505375.7796603506,3505375.7796603506,16978018.62347237,16978018.62347237,3499836.6222830005,5539.1573773499995,3499836.6222830005,5539.1573773499995,16978018.62347237,1914094.546051,3496340.282001,5528.101175,3496340.282001,5528.101175,1914094.546051
,24/07/2022,1658620800,16990937.94361403,3503734.7530110213,3503734.7530110213,16990937.94361403,16990937.94361403,3495118.1535590314,8616.59945199,3495118.1535590314,8616.59945199,16990937.94361403,1915551.064669,3491626.527032,8573.730798,3491626.527032,8573.730798,1915551.064669
,25/07/2022,1658707200,17149984.096865762,3532100.460495096,3532100.460495096,17149984.096865762,17149984.096865762,3495739.713606,36360.746889096,3495739.713606,36360.746889096,17149984.096865762,1944442.641368,3495739.713606,36288.170548,3495739.713606,36288.170548,1944442.641368
,26/07/2022,1658793600,17432615.97230284,3556596.3505638097,3556596.3505638097,17432615.97230284,17432615.97230284,3509804.063870992,46792.286692817564,3509804.063870992,46792.286692817564,17432615.97230284,1954329.144877,3495820.780748,46872.297705,3495820.780748,46872.297705,1954329.144877
,27/07/2022,1658880000,17449878.69692298,3549866.977414662,3549866.977414662,17449878.69692298,17449878.69692298,3498840.777329898,51026.200084764,3498840.777329898,51026.200084764,17449878.69692298,1958460.010878,3495345.431898,50924.351382,3495345.431898,50924.351382,1958460.010878
,28/07/2022,1658966400,17443785.85082182,3542047.124606041,3542047.124606041,17443785.85082182,17443785.85082182,3492596.627406,49450.497200040576,3492596.627406,49450.497200040576,17443785.85082182,1962180.635638,3492596.627406,49460.933457,3492596.627406,49460.933457,1962180.635638
,29/07/2022,1659052800,3641152.6531774797,0.007762551999999999,0.007762551999999999,3641152.6531774797,3641152.6531774797,0.005959953999999999,0.001802598,0.005959953999999999,0.001802598,3641152.6531774797,1926535.795332,0.005954,0.001799,0.005954,0.001799,1926535.795332
,30/07/2022,1659139200,3489014.0135491197,0.009865045,0.009865045,3489014.0135491197,3489014.0135491197,0.009131311999999999,0.000733733,0.009131311999999999,0.000733733,3489014.0135491197,1846039.160608,0.009104,0.000733,0.009104,0.000733,1846039.160608
,31/07/2022,1659225600,3532511.4367139097,0.012753740999999999,0.012753740999999999,3532511.4367139097,3532511.4367139097,0.009113103999999999,0.0036406369999999995,0.009113103999999999,0.0036406369999999995,3532511.4367139097,1869053.670219,0.009104,0.003637,0.009104,0.003637,1869053.670219
,01/08/2022,1659312000,3597080.96025999,0.919783776,0.919783776,3597080.96025999,3597080.96025999,0.000776776,0.919007,0.000776776,0.919007,3597080.96025999,1903217.4392910001,0.000776,0.919007,0.000776,0.919007,1903217.4392910001
,02/08/2022,1659398400,1342569.0605716514,0.06409092599999999,0.06409092599999999,1342569.0605716514,1342569.0605716514,0.000777552,0.06331337399999999,0.000777552,0.06331337399999999,1342569.0605716514,1913366.454706,0.000776,0.063187,0.000776,0.063187,1913366.454706
,03/08/2022,1659484800,1206181.6719720918,0.037617831903000006,0.037617831903000006,1206181.6719720918,1206181.6719720918,0.000777552,0.036840279903000005,0.000777552,0.036840279903000005,1206181.6719720918,1920283.114676,0.000776,0.036893,0.000776,0.036893,1920283.114676
,04/08/2022,1659571200,1466649.7610986196,0.006461455,0.006461455,1466649.7610986196,1466649.7610986196,0.0027347319999999997,0.003726723,0.0027347319999999997,0.003726723,1466649.7610986196,1929383.437936,0.002732,0.003723,0.002732,0.003723,1929383.437936
,05/08/2022,1659657600,1362412.4249295888,0.007078071,0.007078071,1362412.4249295888,1362412.4249295888,0.0027347319999999997,0.004343339,0.0027347319999999997,0.004343339,1362412.4249295888,1934728.2613869999,0.002732,0.004339,0.002732,0.004339,1934728.2613869999
,06/08/2022,1659744000,1231045.097578842,0.023294587716,0.023294587716,1231045.097578842,1231045.097578842,0.002730901736,0.02056368598,0.002730901736,0.02056368598,1231045.097578842,1935705.9369100002,0.002732,0.02059,0.002732,0.02059,1935705.9369100002
,07/08/2022,1659830400,1294109.736714849,0.005514640487999999,0.005514640487999999,1294109.736714849,1294109.736714849,0.0026317604879999997,0.00288288,0.0026317604879999997,0.00288288,1294109.736714849,1950799.604318,0.002632,0.00288,0.002632,0.00288,1950799.604318
,08/08/2022,1659916800,1071850.5229015336,0.00550899344,0.00550899344,1071850.5229015336,1071850.5229015336,0.002630684,0.0028783094400000003,0.002630684,0.0028783094400000003,1071850.5229015336,1951629.478998,0.002632,0.00288,0.002632,0.00288,1951629.478998
,09/08/2022,1660003200,970819.1240121437,0.0006126119999999999,0.0006126119999999999,970819.1240121437,970819.1240121437,0.00037637599999999994,0.00023623599999999997,0.00037637599999999994,0.00023623599999999997,970819.1240121437,1948317.078971,0.000376,0.000236,0.000376,0.000236,1948317.078971
,10/08/2022,1660089600,966096.3778128377,0.000532062,0.000532062,966096.3778128377,966096.3778128377,0.000376752,0.00015531,0.000376752,0.00015531,966096.3778128377,1951244.708964,0.000376,0.000155,0.000376,0.000155,1951244.708964
,11/08/2022,1660176000,915027.3757866905,0.003034056,0.003034056,915027.3757866905,915027.3757866905,0.000376752,0.0026573039999999997,0.000376752,0.0026573039999999997,915027.3757866905,1952150.022586,0.000376,0.002652,0.000376,0.002652,1952150.022586
,12/08/2022,1660262400,1000257.0797330282,0.00113113,0.00113113,1000257.0797330282,1000257.0797330282,0.00037637599999999994,0.000754754,0.00037637599999999994,0.000754754,1000257.0797330282,1960469.607268,0.000376,0.000754,0.000376,0.000754,1960469.607268
,13/08/2022,1660348800,949507.5101838366,0.001351402688,0.001351402688,949507.5101838366,949507.5101838366,0.000376,0.0009754026880000001,0.000376,0.0009754026880000001,949507.5101838366,1950688.765773,0.000376,0.000976,0.000376,0.000976,1950688.765773
,14/08/2022,1660435200,892382.1778896032,0.0011449099999999999,0.0011449099999999999,892382.1778896032,892382.1778896032,0.00037637599999999994,0.000768534,0.00037637599999999994,0.000768534,892382.1778896032,1953132.160547,0.000376,0.000767,0.000376,0.000767,1953132.160547
,15/08/2022,1660521600,741878.5240382416,0.0011441429999999998,0.0011441429999999998,741878.5240382416,741878.5240382416,0.00037637599999999994,0.0007677669999999999,0.00037637599999999994,0.0007677669999999999,741878.5240382416,1933944.521735,0.000376,0.000767,0.000376,0.000767,1933944.521735
,16/08/2022,1660608000,713852.1534031028,0.0007919559999999999,0.0007919559999999999,713852.1534031028,713852.1534031028,0.00037712799999999996,0.000414828,0.00037712799999999996,0.000414828,713852.1534031028,1934076.472541,0.000376,0.000414,0.000376,0.000414,1934076.472541
,17/08/2022,1660694400,745675.6043411625,0.0005617459999999999,0.0005617459999999999,745675.6043411625,745675.6043411625,0.00037637599999999994,0.00018537,0.00037637599999999994,0.00018537,745675.6043411625,1943726.290667,0.000376,0.000185,0.000376,0.000185,1943726.290667
,18/08/2022,1660780800,591868.5746952298,0.0005004999999999999,0.0005004999999999999,591868.5746952298,591868.5746952298,0.00037637599999999994,0.00012412399999999998,0.00037637599999999994,0.00012412399999999998,591868.5746952298,1924100.071179,0.000376,0.000124,0.000376,0.000124,1924100.071179
,19/08/2022,1660867200,643561.256175928,0.000500376,0.000500376,643561.256175928,643561.256175928,0.00037637599999999994,0.000124,0.00037637599999999994,0.000124,643561.256175928,1925325.587418,0.000376,0.000124,0.000376,0.000124,1925325.587418
,20/08/2022,1660953600,654721.9116598514,0.0005008759999999999,0.0005008759999999999,654721.9116598514,654721.9116598514,0.000376752,0.00012412399999999998,0.000376752,0.00012412399999999998,654721.9116598514,1925511.099654,0.000376,0.000124,0.000376,0.000124,1925511.099654
,21/08/2022,1661040000,562203.4992666099,0.0005004999999999999,0.0005004999999999999,562203.4992666099,562203.4992666099,0.00037637599999999994,0.00012412399999999998,0.00037637599999999994,0.00012412399999999998,562203.4992666099,1926806.1528089999,0.000376,0.000124,0.000376,0.000124,1926806.1528089999
,22/08/2022,1661126400,691067.8737030129,0.000501376,0.000501376,691067.8737030129,691067.8737030129,0.00037712799999999996,0.000124248,0.00037712799999999996,0.000124248,691067.8737030129,1927847.7560019998,0.000376,0.000124,0.000376,0.000124,1927847.7560019998
,23/08/2022,1661212800,558844.3339814951,0.00440328499,0.00440328499,558844.3339814951,558844.3339814951,0.00037637599999999994,0.0040269089899999996,0.00037637599999999994,0.0040269089899999996,558844.3339814951,1930997.985472,0.000376,0.00403,0.000376,0.00403,1930997.985472
,24/08/2022,1661299200,578843.2404872071,0.0006788778,0.0006788778,578843.2404872071,578843.2404872071,0.00037534839199999996,0.000303529408,0.00037534839199999996,0.000303529408,578843.2404872071,1931421.766202,0.000376,0.000304,0.000376,0.000304,1931421.766202
,25/08/2022,1661385600,590802.8431605343,0.0012624954109999999,0.0012624954109999999,590802.8431605343,590802.8431605343,0.00037572514399999995,0.000886770267,0.00037572514399999995,0.000886770267,590802.8431605343,1930740.864844,0.000376,0.000887,0.000376,0.000887,1930740.864844
,26/08/2022,1661472000,551566.0820910358,0.0004262259999999999,0.0004262259999999999,551566.0820910358,551566.0820910358,0.00037712799999999996,0.000049097999999999996,0.00037712799999999996,0.000049097999999999996,551566.0820910358,1932133.261257,0.000376,0.000049,0.000376,0.000049,1932133.261257
,27/08/2022,1661558400,503950.58100837446,0.00042665099999999995,0.00042665099999999995,503950.58100837446,503950.58100837446,0.00037750399999999997,0.000049146999999999995,0.00037750399999999997,0.000049146999999999995,503950.58100837446,1935071.155429,0.000376,0.000049,0.000376,0.000049,1935071.155429
,28/08/2022,1661644800,489444.082495602,0.00043936447099999994,0.00043936447099999994,489444.082495602,489444.082495602,0.00037637599999999994,0.000062988471,0.00037637599999999994,0.000062988471,489444.082495602,1935227.0642300001,0.000376,0.000063,0.000376,0.000063,1935227.0642300001
,29/08/2022,1661731200,475299.84120176476,0.00043937599999999995,0.00043937599999999995,475299.84120176476,475299.84120176476,0.00037637599999999994,0.000063,0.00037637599999999994,0.000063,475299.84120176476,1935283.5792039998,0.000376,0.000063,0.000376,0.000063,1935283.5792039998
,30/08/2022,1661817600,526642.1971059411,0.0008438429999999999,0.0008438429999999999,526642.1971059411,526642.1971059411,0.00037637599999999994,0.00046746699999999995,0.00037637599999999994,0.00046746699999999995,526642.1971059411,1942956.322425,0.000376,0.000467,0.000376,0.000467,1942956.322425
,31/08/2022,1661904000,517610.64626375074,0.000842973381,0.000842973381,517610.64626375074,517610.64626375074,0.000376,0.000466973381,0.000376,0.000466973381,517610.64626375074,1939735.451398,0.000376,0.000467,0.000376,0.000467,1939735.451398
,01/09/2022,1661990400,544017.0099637992,0.007334839094000001,0.007334839094000001,544017.0099637992,544017.0099637992,0.00037540855199999994,0.006959430542,0.00037540855199999994,0.006959430542,544017.0099637992,1939413.096204,0.000376,0.006973,0.000376,0.006973,1939413.096204
,02/09/2022,1662076800,568526.0986158217,0.0008259343,0.0008259343,568526.0986158217,568526.0986158217,0.000376,0.00044993429999999997,0.000376,0.00044993429999999997,568526.0986158217,1937102.754123,0.000376,0.00045,0.000376,0.00045,1937102.754123
,03/09/2022,1662163200,533733.8209639464,0.000826376,0.000826376,533733.8209639464,533733.8209639464,0.00037637599999999994,0.00045,0.00037637599999999994,0.00045,533733.8209639464,1925787.101486,0.000376,0.00045,0.000376,0.00045,1925787.101486
,04/09/2022,1662249600,520991.3537876407,0.000821376,0.000821376,520991.3537876407,520991.3537876407,0.00037637599999999994,0.000445,0.00037637599999999994,0.000445,520991.3537876407,1926180.4198760001,0.000376,0.000445,0.000376,0.000445,1926180.4198760001
,05/09/2022,1662336000,498550.29459104344,0.001296399,0.001296399,498550.29459104344,498550.29459104344,0.00039939899999999993,0.000897,0.00039939899999999993,0.000897,498550.29459104344,1926094.4776350001,0.000399,0.000897,0.000399,0.000897,1926094.4776350001
,06/09/2022,1662422400,689054.3745223919,0.00045763099999999996,0.00045763099999999996,689054.3745223919,689054.3745223919,0.00039939899999999993,0.000058232,0.00039939899999999993,0.000058232,689054.3745223919,1925367.508068,0.000399,0.000058,0.000399,0.000058,1925367.508068
,07/09/2022,1662508800,699520.2414408949,0.000456985237,0.000456985237,699520.2414408949,699520.2414408949,0.000398985237,0.000058,0.000398985237,0.000058,699520.2414408949,1919565.116353,0.000399,0.000058,0.000399,0.000058,1919565.116353
,08/09/2022,1662595200,714695.4062030122,0.000457058,0.000457058,714695.4062030122,714695.4062030122,0.000399,0.00005805799999999999,0.000399,0.00005805799999999999,714695.4062030122,1919779.215115,0.000399,0.000058,0.000399,0.000058,1919779.215115
,09/09/2022,1662681600,452852.76184896944,0.0004574569999999999,0.0004574569999999999,452852.76184896944,452852.76184896944,0.00039939899999999993,0.00005805799999999999,0.00039939899999999993,0.00005805799999999999,452852.76184896944,1912845.41401,0.000399,0.000058,0.000399,0.000058,1912845.41401
,10/09/2022,1662768000,452793.8948799615,0.0009029019999999998,0.0009029019999999998,452793.8948799615,452793.8948799615,0.00039939899999999993,0.0005035029999999999,0.00039939899999999993,0.0005035029999999999,452793.8948799615,1930907.278015,0.000399,0.000503,0.000399,0.000503,1930907.278015
,11/09/2022,1662854400,459447.3998166031,0.0009469459999999998,0.0009469459999999998,459447.3998166031,459447.3998166031,0.00039939899999999993,0.0005475469999999999,0.00039939899999999993,0.0005475469999999999,459447.3998166031,1930913.7054529998,0.000399,0.000547,0.000399,0.000547,1930913.7054529998
,12/09/2022,1662940800,424190.0185068919,0.0009462469339999999,0.0009462469339999999,424190.0185068919,424190.0185068919,0.00039939899999999993,0.000546847934,0.00039939899999999993,0.000546847934,424190.0185068919,1930154.336383,0.000399,0.000547,0.000399,0.000547,1930154.336383
,13/09/2022,1663027200,416921.2003511511,0.000764502846,0.000764502846,416921.2003511511,416921.2003511511,0.000398502846,0.000366,0.000398502846,0.000366,416921.2003511511,1929592.211449,0.000399,0.000366,0.000399,0.000366,1929592.211449
,14/09/2022,1663113600,626056.9761388109,0.000764300031,0.000764300031,626056.9761388109,626056.9761388109,0.00039872349299999995,0.000365576538,0.00039872349299999995,0.000365576538,626056.9761388109,1939085.355783,0.000399,0.000366,0.000399,0.000366,1939085.355783
,15/09/2022,1663200000,504749.4074777391,0.0007650000000000001,0.0007650000000000001,504749.4074777391,504749.4074777391,0.000399,0.000366,0.000399,0.000366,504749.4074777391,1939344.857907,0.000399,0.000366,0.000399,0.000366,1939344.857907
,16/09/2022,1663286400,336300.17440034007,0.001525201404,0.001525201404,336300.17440034007,336300.17440034007,0.000398474916,0.001126726488,0.000398474916,0.001126726488,336300.17440034007,1919883.16521,0.000399,0.001128,0.000399,0.001128,1919883.16521
,17/09/2022,1663372800,309270.70489067934,0.000592975556,0.000592975556,309270.70489067934,309270.70489067934,0.000399,0.000193975556,0.000399,0.000193975556,309270.70489067934,1917648.657523,0.000399,0.000194,0.000399,0.000194,1917648.657523
,18/09/2022,1663459200,311029.15327724,0.0005935929999999999,0.0005935929999999999,311029.15327724,311029.15327724,0.00039939899999999993,0.000194194,0.00039939899999999993,0.000194194,311029.15327724,1923792.505194,0.000399,0.000194,0.000399,0.000194,1923792.505194
,19/09/2022,1663545600,288783.6492055377,0.000592796634,0.000592796634,288783.6492055377,288783.6492055377,0.000398941746,0.000193854888,0.000398941746,0.000193854888,288783.6492055377,1921841.886317,0.000399,0.000194,0.000399,0.000194,1921841.886317
,20/09/2022,1663632000,280777.0303802221,0.0005937869999999999,0.0005937869999999999,280777.0303802221,280777.0303802221,0.00039939899999999993,0.000194388,0.00039939899999999993,0.000194388,280777.0303802221,1920893.688036,0.000399,0.000194,0.000399,0.000194,1920893.688036
,21/09/2022,1663718400,248068.71618604969,0.000592567961,0.000592567961,248068.71618604969,248068.71618604969,0.00039874663499999996,0.000193821326,0.00039874663499999996,0.000193821326,248068.71618604969,1924624.6174009999,0.000399,0.000194,0.000399,0.000194,1924624.6174009999
,22/09/2022,1663804800,251102.2710111161,0.0005935929999999999,0.0005935929999999999,251102.2710111161,251102.2710111161,0.00039939899999999993,0.000194194,0.00039939899999999993,0.000194194,251102.2710111161,1932700.6843370001,0.000399,0.000194,0.000399,0.000194,1932700.6843370001
,23/09/2022,1663891200,255983.94382622268,0.10668517999999998,0.10668517999999998,255983.94382622268,255983.94382622268,0.000399,0.10628617999999998,0.000399,0.10628617999999998,255983.94382622268,1932683.607597,0.000399,0.10618,0.000399,0.10618,1932683.607597
,24/09/2022,1663977600,295864.65510080155,0.00047007099999999997,0.00047007099999999997,295864.65510080155,295864.65510080155,0.000399,0.000071071,0.000399,0.000071071,295864.65510080155,1932505.470975,0.000399,0.000071,0.000399,0.000071,1932505.470975
,25/09/2022,1664064000,269014.3825192257,0.00046998246299999997,0.00046998246299999997,269014.3825192257,269014.3825192257,0.000399,0.000070982463,0.000399,0.000070982463,269014.3825192257,1920392.785129,0.000399,0.000071,0.000399,0.000071,1920392.785129
,26/09/2022,1664150400,255758.46191733936,0.026902066999999995,0.026902066999999995,255758.46191733936,255758.46191733936,0.000399798,0.026502268999999995,0.000399798,0.026502268999999995,255758.46191733936,1920454.600809,0.000399,0.026423,0.000399,0.026423,1920454.600809
,27/09/2022,1664236800,291113.8575734246,0.000666258131,0.000666258131,291113.8575734246,291113.8575734246,0.000397990131,0.000268268,0.000397990131,0.000268268,291113.8575734246,1920529.4733699998,0.000399,0.000268,0.000399,0.000268,1920529.4733699998
,28/09/2022,1664323200,242253.5077718287,0.000668334,0.000668334,242253.5077718287,242253.5077718287,0.000399798,0.000268536,0.000399798,0.000268536,242253.5077718287,1919280.529958,0.000399,0.000268,0.000399,0.000268,1919280.529958
,29/09/2022,1664409600,267466.51992035395,0.0006686019999999999,0.0006686019999999999,267466.51992035395,267466.51992035395,0.000399798,0.000268804,0.000399798,0.000268804,267466.51992035395,1920254.7252820001,0.000399,0.000268,0.000399,0.000268,1920254.7252820001
,30/09/2022,1664496000,216478.07381980354,0.008603326999999997,0.008603326999999997,216478.07381980354,216478.07381980354,0.008335326999999998,0.000268,0.008335326999999998,0.000268,216478.07381980354,1904912.565951,0.008327,0.000268,0.008327,0.000268,1904912.565951
,01/10/2022,1664582400,244211.31661656185,0.000554554,0.000554554,244211.31661656185,244211.31661656185,0.00028628599999999996,0.000268268,0.00028628599999999996,0.000268268,244211.31661656185,1905623.0959599998,0.000286,0.000268,0.000286,0.000268,1905623.0959599998
,02/10/2022,1664668800,211133.5409647989,0.000554822,0.000554822,211133.5409647989,211133.5409647989,0.00028628599999999996,0.000268536,0.00028628599999999996,0.000268536,211133.5409647989,1905606.167775,0.000286,0.000268,0.000286,0.000268,1905606.167775
,03/10/2022,1664755200,212672.7858236405,0.0005539846840000001,0.0005539846840000001,212672.7858236405,212672.7858236405,0.000285990848,0.00026799383600000003,0.000285990848,0.00026799383600000003,212672.7858236405,1905755.507179,0.000286,0.000268,0.000286,0.000268,1905755.507179
,04/10/2022,1664841600,242278.22830777417,0.000554286,0.000554286,242278.22830777417,242278.22830777417,0.00028628599999999996,0.000268,0.00028628599999999996,0.000268,242278.22830777417,1906831.7485540002,0.000286,0.000268,0.000286,0.000268,1906831.7485540002
,05/10/2022,1664928000,209662.837134583,0.00060578336,0.00060578336,209662.837134583,209662.837134583,0.000286,0.00031978336,0.000286,0.00031978336,209662.837134583,1895428.623013,0.000286,0.00032,0.000286,0.00032,1895428.623013
,06/10/2022,1665014400,229136.41576232793,0.00060631312,0.00060631312,229136.41576232793,229136.41576232793,0.000286572,0.00031974112,0.000286572,0.00031974112,229136.41576232793,1895412.488728,0.000286,0.00032,0.000286,0.00032,1895412.488728
,07/10/2022,1665100800,197957.10703188504,0.0006062859999999999,0.0006062859999999999,197957.10703188504,197957.10703188504,0.00028628599999999996,0.00032,0.00028628599999999996,0.00032,197957.10703188504,1896122.709858,0.000286,0.00032,0.000286,0.00032,1896122.709858
,08/10/2022,1665187200,189300.54947872274,0.0006058330500000001,0.0006058330500000001,189300.54947872274,189300.54947872274,0.00028596425,0.0003198688,0.00028596425,0.0003198688,189300.54947872274,1895128.03819,0.000286,0.00032,0.000286,0.00032,1895128.03819
,09/10/2022,1665273600,182676.063374237,0.0006062859999999999,0.0006062859999999999,182676.063374237,182676.063374237,0.00028628599999999996,0.00032,0.00028628599999999996,0.00032,182676.063374237,1894881.628279,0.000286,0.00032,0.000286,0.00032,1894881.628279
,10/10/2022,1665360000,192357.1134251228,0.000604632294,0.000604632294,192357.1134251228,192357.1134251228,0.000285504934,0.00031912736,0.000285504934,0.00031912736,192357.1134251228,1895181.318106,0.000286,0.00032,0.000286,0.00032,1895181.318106
,11/10/2022,1665446400,175012.5430543956,0.008789973999999999,0.008789973999999999,175012.5430543956,175012.5430543956,0.000286,0.008503974,0.000286,0.008503974,175012.5430543956,1895223.761743,0.000286,0.008487,0.000286,0.008487,1895223.761743
,12/10/2022,1665532800,179391.4255249297,0.00039691581299999997,0.00039691581299999997,179391.4255249297,179391.4255249297,0.000285951666,0.000110964147,0.000285951666,0.000110964147,179391.4255249297,1895073.266199,0.000286,0.000111,0.000286,0.000111,1895073.266199
,13/10/2022,1665619200,201367.4149542408,0.004959955,0.004959955,201367.4149542408,201367.4149542408,0.00028628599999999996,0.004673669,0.00028628599999999996,0.004673669,201367.4149542408,1895097.875474,0.000286,0.004669,0.000286,0.004669,1895097.875474
,14/10/2022,1665705600,170783.90495029764,0.000594902,0.000594902,170783.90495029764,170783.90495029764,0.00028628599999999996,0.000308616,0.00028628599999999996,0.000308616,170783.90495029764,1895156.297997,0.000286,0.000308,0.000286,0.000308,1895156.297997
,15/10/2022,1665792000,182091.41296924886,0.0005939795399999999,0.0005939795399999999,182091.41296924886,182091.41296924886,0.00028628599999999996,0.00030769354,0.00028628599999999996,0.00030769354,182091.41296924886,1895107.591916,0.000286,0.000308,0.000286,0.000308,1895107.591916
,16/10/2022,1665878400,170652.07719537072,0.000593830292,0.000593830292,170652.07719537072,170652.07719537072,0.000286,0.000307830292,0.000286,0.000307830292,170652.07719537072,1895060.323543,0.000286,0.000308,0.000286,0.000308,1895060.323543
,17/10/2022,1665964800,173686.20979040966,0.0005934941320000001,0.0005934941320000001,173686.20979040966,173686.20979040966,0.00028570542000000003,0.000307788712,0.00028570542000000003,0.000307788712,173686.20979040966,1893078.974914,0.000286,0.000308,0.000286,0.000308,1893078.974914
,18/10/2022,1666051200,168644.41987085334,0.0005945939999999999,0.0005945939999999999,168644.41987085334,168644.41987085334,0.00028628599999999996,0.000308308,0.00028628599999999996,0.000308308,168644.41987085334,1893328.16758,0.000286,0.000308,0.000286,0.000308,1893328.16758
,19/10/2022,1666137600,151500.11946307746,0.056830069846,0.056830069846,151500.11946307746,151500.11946307746,0.000286,0.056544069846,0.000286,0.056544069846,151500.11946307746,1893183.538227,0.000286,0.056562,0.000286,0.056562,1893183.538227
